RunDate,Service Provider,ConsentID or Water Group,Activity Number,Meters,Type,Limit,Max Use,Percent Over Limit,Date of Highest Overage,Date of Earliest Non-compliance,Date of Latest Non-compliance
19-Jan-2019,DataCol,CRC160758,CRC160758-1,BV24/0032-M1,Take Rate,100.0 l/s,106.0 l/s,6.00%,2/01/2019 10:45,2/01/2019 10:30,16/01/2019 8:00
19-Jan-2019,Boraman,CRC157793,CRC157793-1,BY22/0015-M1 + BY22/0018-M1 + BY22/0019-M1 + BY22/0019-M2 + BY22/0019-M3,Take Rate,15.0 l/s,102.9 l/s,586.10%,11/01/2019 8:45,11/01/2019 0:00,16/01/2019 3:45
19-Jan-2019,Boraman,CRC157793,CRC157793-1,BY22/0015-M1 + BY22/0018-M1 + BY22/0019-M1 + BY22/0019-M2 + BY22/0019-M3,Take Rate - Low Flow Ban,0 l/s,14.3 l/s,-,14/01/2019 9:15,14/01/2019 8:00,16/01/2019 3:45
19-Jan-2019,Boraman,CRC157078,CRC157078-1,M36/4108-M1,1 day Volume,864.0 m3,883.0 m3,2.20%,12/01/2019 0:00,12/01/2019 0:00,12/01/2019 0:00
19-Jan-2019,Boraman,CRC153817,CRC153817-2,J38/0776-M1,Take Rate,17.3 l/s,32.1 l/s,85.50%,11/01/2019 0:15,11/01/2019 0:00,18/01/2019 2:00
19-Jan-2019,,CRC153041,CRC153041-1,M36/0082-M1,Take Rate,7.4 l/s,109.1 l/s,1374.10%,8/01/2019 12:00,8/01/2019 12:00,8/01/2019 13:45
19-Jan-2019,,CRC151408,CRC151408-1,BX22/0058-M1 + BX22/0059-M1 + BX22/0060-M1,Take Rate - Low Flow Ban,0 l/s,130.3 l/s,-,16/01/2019 8:00,16/01/2019 8:00,16/01/2019 10:45
19-Jan-2019,Watermetrics,CRC147332,CRC147332-2,M36/0771-M1 + M36/2650-M1 + M36/4041-M1 + M36/4988-M1,Take Rate,67.9 l/s,86.7 l/s,27.60%,11/01/2019 17:00,11/01/2019 0:45,12/01/2019 8:45
19-Jan-2019,Watermetrics,CRC145770,CRC145770-1,K37/1525-M1 + K37/2438-M1,Take Rate,90.1 l/s,95.1 l/s,5.60%,11/01/2019 0:00,11/01/2019 0:00,15/01/2019 9:30
19-Jan-2019,Watermetrics,CRC145770,CRC145770-1,K37/1525-M1 + K37/2438-M1,3 day Volume,23328.0 m3,23447.0 m3,0.50%,14/01/2019 0:00,14/01/2019 0:00,15/01/2019 0:00
19-Jan-2019,Boraman,CRC141293,CRC141293-1,M36/1963-M1,Take Rate,38.0 l/s,38.9 l/s,2.30%,2/01/2019 18:45,2/01/2019 18:45,2/01/2019 19:15
19-Jan-2019,Boraman,CRC141293,CRC141293-2,M36/1962-M1,Take Rate,35.0 l/s,42.1 l/s,20.20%,29/12/2018 17:00,29/12/2018 15:45,31/12/2018 9:30
19-Jan-2019,Boraman,CRC140903,CRC140903-1,K36/0638-M1 + K36/0639-M1,Take Rate,70.0 l/s,91.9 l/s,31.30%,17/01/2019 21:45,14/01/2019 15:30,18/01/2019 0:00
19-Jan-2019,WaterCheck,CRC140270,CRC140270-1,N33/0191-M1,Take Rate,57.0 l/s,66.7 l/s,17.00%,11/01/2019 16:45,11/01/2019 16:00,14/01/2019 11:15
19-Jan-2019,Boraman,CRC133153,CRC133153-1,J38/0907-M1 + J38/0908-M1 + J38/0908-M2,Take Rate,23.0 l/s,67.8 l/s,194.70%,11/01/2019 0:00,11/01/2019 0:00,18/01/2019 1:45
19-Jan-2019,Boraman,CRC133153,CRC133153-1,J38/0907-M1 + J38/0908-M1 + J38/0908-M2,Take Rate - Low Flow Ban,0 l/s,21.9 l/s,-,11/01/2019 8:15,11/01/2019 8:15,17/01/2019 15:45
19-Jan-2019,Boraman,CRC102210.2,CRC102210.2-1,I37/0065-M1,Take Rate,15.0 l/s,19.2 l/s,27.80%,11/01/2019 7:45,11/01/2019 0:00,17/01/2019 12:30
19-Jan-2019,Boraman,CRC102210.2,CRC102210.2-1,I37/0065-M1,1 day Volume,1306.0 m3,1496.0 m3,14.50%,12/01/2019 0:00,12/01/2019 0:00,17/01/2019 0:00
19-Jan-2019,WaterCheck,CRC042038.2,CRC042038.2-1,M35/10153-M1 + M35/10154-M1 + M35/10618-M1,Take Rate,40.1 l/s,40.3 l/s,0.40%,11/01/2019 19:45,11/01/2019 18:45,12/01/2019 0:30
19-Jan-2019,WaterCheck,CRC040957,CRC040957-1,M36/5774-M1,7 day Volume,595.0 m3,2770.3 m3,365.60%,17/01/2019 0:00,12/01/2019 0:00,17/01/2019 0:00
19-Jan-2019,Boraman,CRC040124.2,CRC040124.2-1,K37/1701-M1 + K37/3021-M1,Take Rate,31.0 l/s,61.4 l/s,98.00%,15/01/2019 16:15,11/01/2019 0:00,18/01/2019 0:45
19-Jan-2019,WaterCheck,CRC021195,CRC021195-1,M33/0260-M1,Take Rate,38.8 l/s,40.0 l/s,3.10%,12/01/2019 7:45,11/01/2019 3:15,14/01/2019 5:15
19-Jan-2019,Boraman,CRC020508,CRC020508-1,H39/0098-M1,Take Rate,50.0 l/s,50.6 l/s,1.10%,12/01/2019 17:00,12/01/2019 15:15,13/01/2019 6:45
19-Jan-2019,WaterCheck,CRC012810.2,CRC012810.2-1,M36/0024-M1,Take Rate,15.0 l/s,17.8 l/s,19.00%,11/01/2019 21:15,11/01/2019 17:30,17/01/2019 4:30
19-Jan-2019,WaterCheck,CRC011049.3,CRC011049.3-1,L36/0191-M1,Take Rate,38.0 l/s,38.9 l/s,2.30%,16/01/2019 12:15,3/01/2019 21:45,16/01/2019 15:15
19-Jan-2019,Boraman,CRC010631.3,CRC010631.3-1,L36/0363-M1 + L36/2133-M1,Take Rate,91.7 l/s,102.4 l/s,11.60%,17/01/2019 10:15,17/01/2019 8:15,17/01/2019 14:00
19-Jan-2019,Boraman,CRC010631.3,CRC010631.3-2,L36/2135-M1,Take Rate,53.3 l/s,54.6 l/s,2.40%,15/01/2019 21:15,15/01/2019 13:15,17/01/2019 6:00
19-Jan-2019,Boraman,CRC010446.1,CRC010446.1-1,M36/1898-M1,Take Rate,10.0 l/s,12.6 l/s,26.40%,12/01/2019 12:45,8/01/2019 0:00,18/01/2019 1:45
19-Jan-2019,Boraman,CRC010446.1,CRC010446.1-1,M36/1898-M1,10 day Volume,6480.0 m3,8466.0 m3,30.60%,16/01/2019 0:00,14/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Watermetrics,CRC001721.2,CRC001721.2-1,L36/0335-M1 + L36/0380-M1,Take Rate,70.0 l/s,152.1 l/s,117.30%,11/01/2019 6:30,11/01/2019 2:00,18/01/2019 0:00
19-Jan-2019,Watermetrics,CRC001721.2,CRC001721.2-1,L36/0335-M1 + L36/0380-M1,1 day Volume,6048.0 m3,12045.1 m3,99.20%,12/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,,CRC000754.1,CRC000754.1-1,M35/11165-M1,Take Rate,23.0 l/s,66.1 l/s,186.90%,11/01/2019 0:30,11/01/2019 0:00,17/01/2019 23:45
19-Jan-2019,Boraman,CRC992793,CRC992793-1,J38/0780-M1,7 day Volume,36864.0 m3,37218.0 m3,1.00%,12/01/2019 0:00,12/01/2019 0:00,12/01/2019 0:00
19-Jan-2019,Boraman,CRC992551,CRC992551-1,K38/0091-M1,Take Rate,16.7 l/s,32.1 l/s,92.10%,15/01/2019 0:45,11/01/2019 0:45,15/01/2019 4:00
19-Jan-2019,WaterCheck,CRC992089,CRC992089-1,M35/3165-M1 + M35/8419-M1,Take Rate,32.0 l/s,57.6 l/s,80.10%,11/01/2019 0:15,11/01/2019 0:00,16/01/2019 19:00
19-Jan-2019,Boraman,CRC991867A.1,CRC991867A.1-1,K38/0386-M1 + K38/0386-M2 + K38/0387-M1 + K38/0420-M1,Take Rate,76.5 l/s,99.3 l/s,29.90%,12/01/2019 1:15,11/01/2019 0:00,18/01/2019 2:00
19-Jan-2019,WaterCheck,CRC991075.1,CRC991075.1-1,K35/0029-M1,Take Rate,7.3 l/s,12.5 l/s,71.20%,12/01/2019 2:45,12/01/2019 1:00,17/01/2019 2:15
19-Jan-2019,WaterCheck,CRC990619.1,CRC990619.1-1,M35/11129-M1,Take Rate,34.0 l/s,35.6 l/s,4.60%,11/01/2019 23:00,7/01/2019 11:45,12/01/2019 13:45
19-Jan-2019,Watermetrics,CRC982132.1,CRC982132.1-1,M36/1304-M1,Take Rate,45.0 l/s,46.3 l/s,2.80%,6/01/2019 9:00,6/01/2019 8:45,8/01/2019 17:00
19-Jan-2019,,CRC970991,CRC970991-1,K37/2675-M1,Take Rate,12.6 l/s,35.6 l/s,182.20%,11/01/2019 4:00,11/01/2019 0:00,11/01/2019 8:15
19-Jan-2019,,CRC970991,CRC970991-2,K37/2675-M1,Take Rate,25.5 l/s,35.6 l/s,39.40%,11/01/2019 4:00,11/01/2019 0:00,11/01/2019 7:30
19-Jan-2019,WaterCheck,CRC951213,CRC951213-1,N32/0341-M1,Take Rate,7.0 l/s,7.0 l/s,0.40%,16/01/2019 16:45,16/01/2019 16:45,16/01/2019 19:45
19-Jan-2019,WaterCheck,CRC951213,CRC951213-1,N32/0341-M1,1 day Volume,580.0 m3,592.4 m3,2.10%,14/01/2019 0:00,12/01/2019 0:00,14/01/2019 0:00
19-Jan-2019,WaterCheck,CRC184915,CRC184915-1,M36/20551-M1 + M36/7762-M1,Take Rate,160.0 l/s,244.7 l/s,53.00%,11/01/2019 22:15,11/01/2019 22:15,12/01/2019 0:00
19-Jan-2019,Aqualinc,CRC181180,CRC181180-1,BZ20/0054-M1,Take Rate,30.0 l/s,92.6 l/s,208.80%,16/01/2019 15:30,16/01/2019 11:45,18/01/2019 1:00
19-Jan-2019,Aqualinc,CRC181180,CRC181180-1,BZ20/0054-M1,1 day Volume,2592.0 m3,5294.0 m3,104.20%,18/01/2019 0:00,17/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,WaterCheck,CRC180669,CRC180669-2,BW22/0087-M1 + L35/0864-M1,Take Rate,38.4 l/s,1006.3 l/s,2520.60%,24/10/2018 10:00,24/10/2018 8:44,24/10/2018 10:30
19-Jan-2019,WaterCheck,CRC180515,CRC180515-1,J41/0062-M1,Take Rate,20.0 l/s,25.6 l/s,28.00%,11/01/2019 0:00,11/01/2019 0:00,11/01/2019 8:15
19-Jan-2019,DataCol,CRC176065,CRC176065-1,M35/10725-M1,Take Rate,21.0 l/s,21.1 l/s,0.50%,13/01/2019 18:00,13/01/2019 18:00,14/01/2019 6:45
19-Jan-2019,Boraman,CRC171836,CRC171836-1,M36/0436-M1,Take Rate,17.4 l/s,21.5 l/s,23.70%,10/01/2019 2:15,10/01/2019 2:00,18/01/2019 0:00
19-Jan-2019,Watermetrics,CRC171605,CRC171605-1,M36/4589-M1,Take Rate,21.0 l/s,21.5 l/s,2.50%,11/01/2019 18:15,11/01/2019 18:15,11/01/2019 18:45
19-Jan-2019,,CRC158124,CRC158124-1,M35/8744-M1,Take Rate,56.0 l/s,58.3 l/s,4.10%,12/01/2019 6:00,11/01/2019 0:00,12/01/2019 7:30
19-Jan-2019,Harvest,CRC157761,CRC157761-1,K36/0792-M1 + K36/0793-M1 + K36/1085-M1,Take Rate,14.3 l/s,78.2 l/s,446.80%,13/01/2019 20:30,11/01/2019 0:00,18/01/2019 12:00
19-Jan-2019,Watermetrics,CRC155198,CRC155198-1,L36/0896-M1 + L36/2233-M1,Take Rate,80.0 l/s,88.2 l/s,10.20%,15/01/2019 15:30,12/01/2019 19:15,18/01/2019 0:00
19-Jan-2019,Watermetrics,CRC155198,CRC155198-1,L36/0896-M1 + L36/2233-M1,1 day Volume,6912.0 m3,7163.0 m3,3.60%,18/01/2019 0:00,17/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,DataCol,CRC153383,CRC153383-1,N32/0392-M1 + N32/0414-M1,Take Rate,50.0 l/s,89.2 l/s,78.30%,11/01/2019 20:30,11/01/2019 0:00,15/01/2019 10:45
19-Jan-2019,Boraman,CRC153174,CRC153174-1,J40/1103-M1 + J40/1103-M2 + J40/1103-M3 + J40/1103-M4,Take Rate,249.3 l/s,550.6 l/s,120.80%,12/01/2019 14:15,11/01/2019 0:00,14/01/2019 9:45
19-Jan-2019,Boraman,CRC153174,CRC153174-1,J40/1103-M1 + J40/1103-M2 + J40/1103-M3 + J40/1103-M4,1 day Volume,21540.0 m3,45904.0 m3,113.10%,13/01/2019 0:00,12/01/2019 0:00,14/01/2019 0:00
19-Jan-2019,Watermetrics,CRC151739,CRC151739-1,L36/2292-M1,Take Rate,29.5 l/s,45.8 l/s,55.40%,30/12/2018 18:45,30/12/2018 15:00,2/01/2019 0:15
19-Jan-2019,ECS,CRC151370,CRC151370-1,J38/0758-M1,Take Rate,822.4 l/s,1469.5 l/s,78.70%,14/01/2019 7:00,11/01/2019 0:00,18/01/2019 6:30
19-Jan-2019,ECS,CRC151370,CRC151370-1,J38/0758-M1,1 day Volume,71055.0 m3,126016.6 m3,77.40%,14/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,WaterCheck,CRC150749,CRC150749-1,L35/0550-M1,Take Rate,30.0 l/s,32.1 l/s,6.90%,12/01/2019 19:15,11/01/2019 13:45,15/01/2019 18:00
19-Jan-2019,DataCol,CRC147641,CRC147641-1,M34/0629-M1,Take Rate,4.0 l/s,6.9 l/s,73.60%,17/01/2019 22:30,11/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,DataCol,CRC147641,CRC147641-1,M34/0629-M1,1 day Volume,345.5 m3,540.0 m3,56.30%,15/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,WaterCheck,CRC146420,CRC146420-1,K37/3160-M1,Take Rate,16.0 l/s,25.5 l/s,59.50%,16/01/2019 18:45,11/01/2019 0:00,17/01/2019 11:30
19-Jan-2019,WaterCheck,CRC145991,CRC145991-1,M36/7571-M1,Take Rate,59.0 l/s,62.6 l/s,6.10%,13/01/2019 20:30,12/01/2019 0:15,13/01/2019 20:30
19-Jan-2019,Boraman,CRC144908,CRC144908-1,K38/0481-M1 + K38/0482-M1 + K38/0482-M2,Take Rate,25.8 l/s,86.8 l/s,236.50%,14/01/2019 13:30,11/01/2019 0:00,18/01/2019 0:30
19-Jan-2019,Boraman,CRC144908,CRC144908-2,K38/0734-M1 + K38/0734-M2,Take Rate,41.0 l/s,41.5 l/s,1.30%,11/01/2019 18:00,11/01/2019 17:00,11/01/2019 21:00
19-Jan-2019,Boraman,CRC144908,CRC144908-2,K38/0734-M1 + K38/0734-M2,7 day Volume,3731.0 m3,22473.0 m3,502.30%,14/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Boraman,CRC143907,CRC143907-1,K38/0088-M1 + K38/0270-M1 + K38/0424-M1 + K38/0821-M1 + K38/0822-M1 + K38/0824-M1 + K38/1085-M1 + K38/1086-M1,Take Rate,92.1 l/s,121.4 l/s,31.80%,12/01/2019 1:00,11/01/2019 0:00,13/01/2019 20:45
19-Jan-2019,Watermetrics,CRC142361,CRC142361-1,L37/1186-M1,Take Rate,65.0 l/s,69.6 l/s,7.10%,11/01/2019 8:00,11/01/2019 7:45,11/01/2019 10:15
19-Jan-2019,,CRC142152,CRC142152-2,K38/2184-M1,Take Rate,11.2 l/s,60.6 l/s,440.70%,16/01/2019 9:30,11/01/2019 0:00,17/01/2019 18:00
19-Jan-2019,,CRC142152,CRC142152-2,K38/2184-M1,7 day Volume,3996.0 m3,10863.0 m3,171.80%,12/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,,CRC142152,CRC142152-2,K38/2184-M1,Water Year Volume,35225.0 m3,57134.0 m3,62.20%,17/01/2019 17:00,11/01/2019 0:00,18/01/2019 1:15
19-Jan-2019,Boraman,CRC141162,CRC141162-1,L36/0876-M1,Take Rate,90.0 l/s,90.1 l/s,0.20%,13/01/2019 5:15,13/01/2019 5:15,13/01/2019 5:15
19-Jan-2019,Boraman,CRC133484,CRC133484-1,L36/1079-M1,Take Rate,10.0 l/s,10.4 l/s,4.20%,11/01/2019 0:30,11/01/2019 0:00,18/01/2019 2:15
19-Jan-2019,Aqualinc,CRC131273,CRC131273-1,L36/0367-M1 + L36/1151-M1,Take Rate,136.0 l/s,137.4 l/s,1.00%,11/01/2019 6:45,11/01/2019 5:00,14/01/2019 9:00
19-Jan-2019,WaterCheck,CRC050388.2,CRC050388.2-1,M36/20551-M1 + M36/7762-M1,Take Rate,150.0 l/s,244.7 l/s,63.10%,11/01/2019 22:15,11/01/2019 22:15,12/01/2019 0:00
19-Jan-2019,,CRC042509,CRC042509-1,M34/5608-M1,Take Rate,0.8 l/s,13.1 l/s,1540.60%,12/01/2019 13:40,11/01/2019 0:00,18/01/2019 11:20
19-Jan-2019,,CRC042509,CRC042509-1,M34/5608-M1,6 day Volume,424.0 m3,5356.8 m3,1163.40%,14/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Loncel,CRC030599.1,CRC030599.1-1,L37/0196-M1 + L37/1528-M1,Take Rate,50.0 l/s,461.4 l/s,822.80%,18/01/2019 13:00,11/01/2019 0:00,18/01/2019 14:00
19-Jan-2019,ECS,CRC030370,CRC030370-1,K38/1261-M1,Take Rate,60.0 l/s,62.8 l/s,4.60%,12/01/2019 3:45,8/01/2019 21:15,15/01/2019 10:00
19-Jan-2019,ECS,CRC030370,CRC030370-1,K38/1261-M1,10 day Volume,43200.0 m3,47573.0 m3,10.10%,15/01/2019 0:00,12/01/2019 0:00,16/01/2019 0:00
19-Jan-2019,Boraman,CRC021573A.4,CRC021573A.4-1,K38/0795-M1,7 day Volume,11423.0 m3,29955.0 m3,162.20%,14/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Boraman,CRC021347.2,CRC021347.2-1,L36/1541-M1,Take Rate,21.0 l/s,22.5 l/s,7.10%,9/01/2019 20:15,9/01/2019 16:00,10/01/2019 10:45
19-Jan-2019,Watermetrics,CRC012438.1,CRC012438.1-1,L36/1543-M1,Take Rate,43.0 l/s,45.7 l/s,6.30%,11/01/2019 0:00,11/01/2019 0:00,18/01/2019 0:30
19-Jan-2019,Watermetrics,CRC010810.1,CRC010810.1-1,M36/3982-M1,Take Rate,22.0 l/s,23.6 l/s,7.30%,6/01/2019 15:15,6/01/2019 14:45,6/01/2019 15:30
19-Jan-2019,Watermetrics,CRC010570,CRC010570-1,M36/6871-M1,Take Rate,20.0 l/s,21.1 l/s,5.60%,17/01/2019 22:00,16/01/2019 14:15,18/01/2019 0:00
19-Jan-2019,Watermetrics,CRC002129.2,CRC002129.2-1,L36/0598-M1,Take Rate,60.6 l/s,60.7 l/s,0.20%,11/01/2019 21:15,11/01/2019 21:15,11/01/2019 22:45
19-Jan-2019,WaterCheck,CRC000996.2,CRC000996.2-1,M36/1713-M1 + M36/20124-M1,Take Rate,53.0 l/s,108.0 l/s,103.90%,13/01/2019 20:00,13/01/2019 18:00,17/01/2019 23:00
19-Jan-2019,WaterCheck,CRC000996.2,CRC000996.2-1,M36/1713-M1 + M36/20124-M1,1 day Volume,4388.0 m3,7117.9 m3,62.20%,16/01/2019 0:00,16/01/2019 0:00,17/01/2019 0:00
19-Jan-2019,Boraman,CRC991867B.1,CRC991867B.1-1,K38/0420-M1,7 day Volume,9660.0 m3,19301.0 m3,99.80%,15/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Boraman,CRC981376,CRC981376-1,I39/0023-M1,Take Rate,60.0 l/s,166.4 l/s,177.30%,16/01/2019 17:30,11/01/2019 0:00,18/01/2019 2:45
19-Jan-2019,Boraman,CRC981376,CRC981376-1,I39/0023-M1,Take Rate - Low Flow Ban,0 l/s,33.2 l/s,-,12/01/2019 3:45,11/01/2019 0:00,14/01/2019 22:45
19-Jan-2019,Boraman,CRC981376,CRC981376-1,I39/0023-M1,1 day Volume,5184.0 m3,14369.0 m3,177.20%,18/01/2019 0:00,17/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Watermetrics,CRC980144,CRC980144-1,M36/5193-M1,Take Rate,38.0 l/s,41.4 l/s,8.90%,17/01/2019 23:30,11/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,ECS,CRC962398.1,CRC962398.1-1,K38/2045-M1,Take Rate,50.0 l/s,56.8 l/s,13.60%,13/01/2019 8:30,11/01/2019 3:30,13/01/2019 8:30
19-Jan-2019,Boraman,CRC962276.2,CRC962276.2-1,L36/2112-M1,Take Rate,6.0 l/s,6.8 l/s,13.80%,12/01/2019 12:45,12/01/2019 11:00,12/01/2019 16:15
19-Jan-2019,Loncel,CRC951695.1,CRC951695.1-1,L37/0232-M1,Take Rate,33.0 l/s,37.5 l/s,13.60%,10/01/2019 12:00,10/01/2019 11:30,10/01/2019 13:15
19-Jan-2019,Loncel,CRC951695.1,CRC951695.1-1,L37/0232-M1,14 day Volume,9504.0 m3,22798.0 m3,139.90%,12/01/2019 0:00,5/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,ECS,CRC921927B,CRC921927B-1,H38/0198-M1,Take Rate,453.0 l/s,462.1 l/s,2.00%,4/01/2019 1:30,4/01/2019 0:00,10/01/2019 15:45
19-Jan-2019,ECS,CRC921927B,CRC921927B-1,H38/0198-M1,14 day Volume,205632.0 m3,246273.6 m3,19.80%,11/01/2019 0:00,10/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Aqualinc,CRC175395,CRC175395-1,L37/0591-M1 + L37/0592-M1,Take Rate,150.0 l/s,753.0 l/s,402.00%,15/01/2019 19:30,11/01/2019 0:00,16/01/2019 11:00
19-Jan-2019,Aqualinc,CRC175395,CRC175395-1,L37/0591-M1 + L37/0592-M1,7 day Volume,77499.0 m3,87383.8 m3,12.80%,16/01/2019 0:00,15/01/2019 0:00,17/01/2019 0:00
19-Jan-2019,Watermetrics,CRC175373,CRC175373-1,L37/0036-M1 + L37/0066-M1 + L37/0747-M1 + L37/1185-M1,Take Rate,174.5 l/s,323.1 l/s,85.20%,17/12/2018 3:30,6/11/2018 15:15,17/01/2019 23:45
19-Jan-2019,Watermetrics,CRC175373,CRC175373-1,L37/0036-M1 + L37/0066-M1 + L37/0747-M1 + L37/1185-M1,Take Rate - Low Flow Ban,0 l/s,174.3 l/s,-,4/01/2019 8:30,21/12/2018 8:00,17/01/2019 23:45
19-Jan-2019,Watermetrics,CRC175373,CRC175373-2,L37/0807-M1,Take Rate - Low Flow Ban,0 l/s,16.7 l/s,-,4/01/2019 1:00,26/12/2018 23:00,17/01/2019 23:30
19-Jan-2019,Watermetrics,CRC175373,CRC175373-3,L37/0065-M1 + L37/0707-M1,Take Rate,94.0 l/s,124.4 l/s,32.40%,15/11/2018 3:30,15/11/2018 3:00,17/01/2019 21:30
19-Jan-2019,Watermetrics,CRC175373,CRC175373-3,L37/0065-M1 + L37/0707-M1,Take Rate - Low Flow Ban,0 l/s,84.2 l/s,-,2/01/2019 14:00,28/12/2018 2:45,17/01/2019 21:30
19-Jan-2019,Watermetrics,CRC174581,CRC174581-1,K37/1525-M1 + K37/2438-M1,Take Rate,90.1 l/s,95.1 l/s,5.60%,11/01/2019 0:00,11/01/2019 0:00,15/01/2019 9:30
19-Jan-2019,Boraman,CRC173162,CRC173162-1,I39/0023-M1,Take Rate,15.0 l/s,166.4 l/s,1009.30%,16/01/2019 17:30,11/01/2019 0:00,18/01/2019 2:45
19-Jan-2019,Boraman,CRC173162,CRC173162-1,I39/0023-M1,7 day Volume,9100.0 m3,34614.0 m3,280.40%,18/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,WaterCheck,CRC171903,CRC171903-1,N34/0302-M1,Take Rate,0.3 l/s,8.1 l/s,2585.20%,15/01/2019 2:15,11/01/2019 0:00,17/01/2019 12:00
19-Jan-2019,WaterCheck,CRC171903,CRC171903-1,N34/0302-M1,1 day Volume,26.0 m3,408.8 m3,1472.30%,16/01/2019 0:00,12/01/2019 0:00,17/01/2019 0:00
19-Jan-2019,Boraman,CRC169884,CRC169884-1,J38/0856-M1,Take Rate,7.6 l/s,31.3 l/s,311.20%,12/01/2019 9:00,11/01/2019 14:00,16/01/2019 2:15
19-Jan-2019,Boraman,CRC169884,CRC169884-1,J38/0856-M1,Take Rate - Low Flow Ban,0 l/s,7.5 l/s,-,14/01/2019 6:00,11/01/2019 14:00,15/01/2019 12:30
19-Jan-2019,,CRC165880,CRC165880-2,M36/0632-M1 + M36/4366-M1 + M36/7207-M1,Take Rate - Low Flow Ban,0 l/s,119.7 l/s,-,11/01/2019 5:45,11/01/2019 0:00,17/01/2019 23:00
19-Jan-2019,WaterCheck,CRC162509,CRC162509-1,M35/4457-M1 + M35/4458-M1,Take Rate,57.0 l/s,6104.0 l/s,10608.80%,11/01/2019 2:30,11/01/2019 0:00,17/01/2019 9:45
19-Jan-2019,,CRC157135,CRC157135-1,K37/1029-M1 + K37/2904-M1 + K37/3578-M1,Take Rate,136.0 l/s,179.2 l/s,31.70%,15/01/2019 18:00,11/01/2019 11:15,17/01/2019 9:30
19-Jan-2019,Boraman,CRC156893,CRC156893-1,N33/0379-M1 + N33/0381-M1 + N33/0382-M1,Take Rate,110.0 l/s,114.0 l/s,3.70%,13/01/2019 22:15,8/01/2019 0:00,14/01/2019 5:00
19-Jan-2019,Boraman,CRC156893,CRC156893-1,N33/0379-M1 + N33/0381-M1 + N33/0382-M1,10 day Volume,63756.0 m3,71116.0 m3,11.50%,13/01/2019 0:00,12/01/2019 0:00,16/01/2019 0:00
19-Jan-2019,Boraman,CRC153175,CRC153175-1,J40/1103-M1 + J40/1103-M2 + J40/1103-M3 + J40/1103-M4,Take Rate,292.7 l/s,550.6 l/s,88.10%,12/01/2019 14:15,11/01/2019 0:00,14/01/2019 9:30
19-Jan-2019,Boraman,CRC153175,CRC153175-1,J40/1103-M1 + J40/1103-M2 + J40/1103-M3 + J40/1103-M4,1 day Volume,25289.0 m3,45904.0 m3,81.50%,13/01/2019 0:00,12/01/2019 0:00,14/01/2019 0:00
19-Jan-2019,WaterCheck,CRC146003,CRC146003-1,J41/0062-M1,Take Rate,19.0 l/s,26.1 l/s,37.40%,10/01/2019 10:45,10/01/2019 9:45,11/01/2019 8:30
19-Jan-2019,Boraman,CRC144254,CRC144254-1,M35/11224-M1 + M35/11224-M2,Take Rate,140.0 l/s,1199.5 l/s,756.80%,11/01/2019 11:30,11/01/2019 0:00,18/01/2019 3:00
19-Jan-2019,Boraman,CRC144254,CRC144254-1,M35/11224-M1 + M35/11224-M2,Water Year Volume,2811411.0 m3,4239903.1 m3,50.80%,18/01/2019 3:00,11/01/2019 0:00,18/01/2019 3:00
19-Jan-2019,Boraman,CRC143121,CRC143121-1,L36/0869-M1,1 day Volume,105.0 m3,161.3 m3,53.60%,18/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,WaterCheck,CRC142285,CRC142285-1,M36/20123-M1,Take Rate,30.0 l/s,40.1 l/s,33.70%,12/01/2019 10:45,10/01/2019 5:45,13/01/2019 3:45
19-Jan-2019,WaterCheck,CRC142285,CRC142285-1,M36/20123-M1,1 day Volume,2484.0 m3,2516.3 m3,1.30%,11/01/2019 0:00,11/01/2019 0:00,11/01/2019 0:00
19-Jan-2019,Boraman,CRC140608,CRC140608-1,I40/0626-M1 + I40/0626-M2 + I40/0626-M3,Take Rate,51.0 l/s,198.1 l/s,288.30%,14/01/2019 3:45,11/01/2019 5:15,18/01/2019 1:45
19-Jan-2019,ECS,CRC133650,CRC133650-1,J39/0176-M1,Take Rate,11.4 l/s,48.3 l/s,324.00%,13/01/2019 10:30,11/01/2019 6:45,17/01/2019 19:45
