RunDate,Service Provider,ConsentID or Water Group,Activity Number,Meters,Type,Limit,Max Use,Percent Over Limit,Date of Highest Overage,Date of Earliest Non-compliance,Date of Latest Non-compliance
19-Jan-2019,ECS,CRC133650,CRC133650-1,J39/0176-M1,1 day Volume,985.0 m3,1492.0 m3,51.50%,18/01/2019 0:00,18/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,,CRC131494,CRC131494-1,K38/0805-M1 + K38/1229-M1 + K38/1549-M1 + K38/2017-M1,Take Rate,126.1 l/s,138.5 l/s,9.80%,15/01/2019 5:45,15/01/2019 3:00,15/01/2019 6:15
19-Jan-2019,DataDownLoader,CRC110275,CRC110275-1,K37/1645-M1 + K37/3151-M1,Take Rate,97.1 l/s,129.2 l/s,33.10%,11/01/2019 1:15,11/01/2019 0:45,17/01/2019 17:15
19-Jan-2019,Boraman,CRC091757,CRC091757-1,J38/0811-M1 + J38/0874-M1,Take Rate - Low Flow Ban,0 l/s,206.9 l/s,-,14/01/2019 22:00,11/01/2019 0:00,18/01/2019 2:00
19-Jan-2019,Harvest,CRC080955,CRC080955-1,J38/0771-M1 + J38/0804-M1 + J38/0804-M2,Take Rate - Low Flow Ban,0 l/s,0.3 l/s,-,12/01/2019 13:20,12/01/2019 13:20,16/01/2019 17:30
19-Jan-2019,Loncel,CRC070208,CRC070208-1,L36/2062-M1,Water Year Volume,559932.0 m3,10000002.0 m3,1685.90%,8/01/2019 0:00,8/01/2019 0:00,18/01/2019 14:00
19-Jan-2019,,CRC041106.1,CRC041106.1-1,O32/0075-M1,Take Rate,38.0 l/s,54.0 l/s,42.20%,11/01/2019 7:00,11/01/2019 0:00,13/01/2019 19:30
19-Jan-2019,Boraman,CRC021573B.4,CRC021573B.4-1,K38/0795-M1,Take Rate - Low Flow Ban,0 l/s,52.5 l/s,-,11/01/2019 9:15,11/01/2019 0:00,17/01/2019 18:15
19-Jan-2019,Boraman,CRC021573B.4,CRC021573B.4-1,K38/0795-M1,7 day Volume,21236.0 m3,29955.0 m3,41.10%,14/01/2019 0:00,12/01/2019 0:00,16/01/2019 0:00
19-Jan-2019,Boraman,CRC020894.5,CRC020894.5-1,K38/0361-M1 + K38/2299-M1,Take Rate,38.0 l/s,73.6 l/s,93.70%,11/01/2019 10:15,11/01/2019 0:00,18/01/2019 2:30
19-Jan-2019,,CRC020403.1,CRC020403.1-2,L37/1556-M1,Take Rate,28.7 l/s,20567.4 l/s,71563.30%,13/01/2019 3:00,11/01/2019 0:15,13/01/2019 5:00
19-Jan-2019,,CRC020403.1,CRC020403.1-2,L37/1556-M1,8 day Volume,50693.0 m3,2803399.0 m3,5430.20%,12/01/2019 0:00,11/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Loncel,CRC012648.1,CRC012648.1-1,I40/0051-M1 + I40/0696-M1,Take Rate,90.0 l/s,97.5 l/s,8.30%,18/01/2019 5:30,17/01/2019 12:30,18/01/2019 6:15
19-Jan-2019,,CRC011933.1,CRC011933.1-1,M36/7987-M1,Take Rate,16.0 l/s,31.0 l/s,93.60%,9/01/2019 18:45,4/01/2019 11:00,12/01/2019 17:15
19-Jan-2019,Boraman,CRC011548.1,CRC011548.1-1,J38/0856-M1,Take Rate,19.8 l/s,31.3 l/s,57.80%,12/01/2019 9:00,11/01/2019 14:00,16/01/2019 2:15
19-Jan-2019,Boraman,CRC011548.1,CRC011548.1-1,J38/0856-M1,Take Rate - Low Flow Ban,0 l/s,19.7 l/s,-,11/01/2019 16:45,11/01/2019 14:00,16/01/2019 2:15
19-Jan-2019,Watermetrics,CRC010448.1,CRC010448.1-1,M36/6947-M1,Take Rate,45.5 l/s,54.7 l/s,20.30%,12/01/2019 17:00,12/01/2019 16:30,12/01/2019 17:30
19-Jan-2019,Aqualinc,CRC001811.2,CRC001811.2-1,K37/0898-M1 + K37/3068-M1,Take Rate,46.6 l/s,63.7 l/s,36.70%,11/01/2019 23:45,11/01/2019 15:45,16/01/2019 17:15
19-Jan-2019,WaterCheck,CRC001735.1,CRC001735.1-1,M35/6733-M1,1 day Volume,238.0 m3,294.6 m3,23.80%,17/01/2019 0:00,17/01/2019 0:00,17/01/2019 0:00
19-Jan-2019,Boraman,CRC992289,CRC992289-1,M36/5845-M1,15 day Volume,9914.0 m3,10625.0 m3,7.20%,12/01/2019 0:00,11/01/2019 0:00,14/01/2019 0:00
19-Jan-2019,Boraman,CRC991274.2,CRC991274.2-1,J38/0757-M1 + J38/0757-M2 + J38/0757-M3,Take Rate,45.0 l/s,54.2 l/s,20.40%,13/01/2019 16:30,8/01/2019 14:45,18/01/2019 0:45
19-Jan-2019,WaterCheck,CRC981363.2,CRC981363.2-1,L35/0927-M1,Take Rate,34.0 l/s,35.1 l/s,3.30%,14/01/2019 15:15,11/01/2019 15:00,15/01/2019 2:00
19-Jan-2019,WaterCheck,CRC980285.2,CRC980285.2-1,M36/5249-M1,7 day Volume,2016.0 m3,2107.5 m3,4.50%,12/01/2019 0:00,12/01/2019 0:00,15/01/2019 0:00
19-Jan-2019,Aqualinc,CRC951622,CRC951622-1,K37/2762-M1,1 day Volume,1070.0 m3,1431.5 m3,33.80%,12/01/2019 0:00,12/01/2019 0:00,13/01/2019 0:00
19-Jan-2019,WaterCheck,CRC186088,CRC186088-1,L35/0794-M1 + L35/0844-M1,Take Rate,51.6 l/s,56.8 l/s,10.10%,16/01/2019 7:15,4/10/2018 9:45,16/01/2019 16:30
19-Jan-2019,WaterCheck,CRC186088,CRC186088-2,BW22/0023-M1 + BW22/0069-M1 + BW22/0087-M1 + L35/0864-M1,Take Rate,98.4 l/s,1060.1 l/s,977.30%,24/10/2018 9:00,24/10/2018 8:44,24/10/2018 10:30
19-Jan-2019,,CRC181738,CRC181738-1,L37/0144-M1,Take Rate,52.3 l/s,62.1 l/s,18.70%,29/12/2018 17:00,23/01/2018 14:15,10/01/2019 18:30
19-Jan-2019,Boraman,CRC180869,CRC180869-1,N32/0372-M1 + N32/0372-M2 + N32/0372-M3 + N32/0372-M4 + N32/0373-M1,Take Rate,300.0 l/s,325.7 l/s,8.60%,14/01/2019 7:15,11/01/2019 22:45,18/01/2019 1:15
19-Jan-2019,,CRC180539,CRC180539-1,J41/0089-M1 + J41/0089-M2 + J41/0090-M1 + J41/0092-M1,Take Rate,135.0 l/s,138.7 l/s,2.80%,11/01/2019 8:15,11/01/2019 8:15,11/01/2019 12:15
19-Jan-2019,Aqualinc,CRC174164,CRC174164-1,BY20/0013-M1,1 day Volume,75.0 m3,143.3 m3,91.10%,6/01/2019 0:00,5/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Aqualinc,CRC174164,CRC174164-3,K37/2194-M1,Take Rate,60.0 l/s,63.8 l/s,6.30%,17/01/2019 15:45,17/01/2019 14:15,18/01/2019 8:15
19-Jan-2019,WaterCheck,CRC173906,CRC173906-1,M36/20551-M1 + M36/7762-M1,Take Rate,150.0 l/s,244.7 l/s,63.10%,11/01/2019 22:15,11/01/2019 22:15,12/01/2019 0:00
19-Jan-2019,WaterCheck,CRC173906,CRC173906-1,M36/20551-M1 + M36/7762-M1,Water Year Volume,201949.0 m3,381321.0 m3,88.80%,17/01/2019 23:45,11/01/2019 0:00,17/01/2019 23:45
19-Jan-2019,,CRC172949,CRC172949-2,K37/1620-M1,Take Rate,30.0 l/s,150.0 l/s,400.20%,1/10/2018 13:30,1/10/2018 12:30,24/11/2018 2:30
19-Jan-2019,,CRC172949,CRC172949-2,K37/1620-M1,1 day Volume,2592.0 m3,4238.2 m3,63.50%,8/10/2018 0:00,6/10/2018 0:00,18/11/2018 0:00
19-Jan-2019,,CRC165881,CRC165881-2,M36/0726-M1 + M36/7207-M1 + M36/7445-M1,Take Rate - Low Flow Ban,0 l/s,115.6 l/s,-,12/01/2019 5:30,11/01/2019 0:00,17/01/2019 23:00
19-Jan-2019,Boraman,CRC165595,CRC165595-1,N33/0369-M1 + N33/0447-M1 + N33/0449-M1,Take Rate,120.0 l/s,135.8 l/s,13.20%,15/01/2019 18:00,15/01/2019 17:30,18/01/2019 0:00
19-Jan-2019,Boraman,CRC162609,CRC162609-1,M36/4108-M1,1 day Volume,864.0 m3,883.0 m3,2.20%,12/01/2019 0:00,12/01/2019 0:00,12/01/2019 0:00
19-Jan-2019,DataCol,CRC161927,CRC161927-1,K36/0758-M1,Take Rate,36.0 l/s,36.9 l/s,2.60%,17/01/2019 10:30,17/01/2019 9:45,17/01/2019 21:45
19-Jan-2019,,CRC161718,CRC161718-1,M36/8153-M1 + M36/8154-M1,Take Rate,7.2 l/s,22.5 l/s,212.50%,13/01/2019 7:45,10/01/2019 2:00,14/01/2019 15:15
19-Jan-2019,Loncel,CRC154386,CRC154386-1,L37/0795-M1,Take Rate,68.0 l/s,68.6 l/s,0.90%,2/01/2019 13:00,2/01/2019 12:45,2/01/2019 13:00
19-Jan-2019,Watermetrics,CRC152819,CRC152819-1,M36/7725-M1,Take Rate,50.0 l/s,56.0 l/s,11.90%,17/01/2019 3:00,17/01/2019 2:15,17/01/2019 3:45
19-Jan-2019,Watermetrics,CRC152681,CRC152681-2,K37/2578-M1,Take Rate,38.0 l/s,42.4 l/s,11.50%,4/01/2019 17:15,4/01/2019 10:45,18/01/2019 0:00
19-Jan-2019,DataCol,CRC146664,CRC146664-1,M36/4896-M1,Take Rate,9.0 l/s,9.3 l/s,3.40%,13/01/2019 7:45,13/01/2019 7:30,13/01/2019 15:00
19-Jan-2019,DataCol,CRC144574,CRC144574-1,BW23/0112-M1,Take Rate,8.4 l/s,20.4 l/s,143.10%,12/01/2019 2:00,11/01/2019 0:00,15/01/2019 22:45
19-Jan-2019,WaterCheck,CRC141351,CRC141351-1,N32/0420-M1,Take Rate,60.0 l/s,60.3 l/s,0.50%,12/01/2019 12:30,12/01/2019 11:00,15/01/2019 2:30
19-Jan-2019,WaterCheck,CRC141351,CRC141351-1,N32/0420-M1,3 day Volume,15552.0 m3,15561.0 m3,0.10%,12/01/2019 0:00,12/01/2019 0:00,12/01/2019 0:00
19-Jan-2019,Watermetrics,CRC137468,CRC137468-1,L36/1674-M1,Take Rate,45.0 l/s,47.9 l/s,6.50%,11/01/2019 9:00,11/01/2019 0:00,11/01/2019 9:45
19-Jan-2019,WaterCheck,CRC137424,CRC137424-1,M36/0042-M1,Take Rate,18.0 l/s,18.3 l/s,1.60%,16/01/2019 23:45,16/01/2019 13:30,17/01/2019 0:30
19-Jan-2019,,CRC136764,CRC136764-1,L36/0515-M1 + L36/2137-M1,Take Rate,45.0 l/s,79.7 l/s,77.20%,7/01/2019 19:15,5/01/2019 19:00,17/01/2019 7:00
19-Jan-2019,,CRC133211,CRC133211-1,K38/0875-M1 + K38/1054-M1,Take Rate,120.9 l/s,128.6 l/s,6.40%,11/01/2019 12:45,11/01/2019 11:30,11/01/2019 16:15
19-Jan-2019,Boraman,CRC120396,CRC120396-1,L37/0675-M1 + L37/0675-M2,Take Rate,10.0 l/s,46.9 l/s,369.40%,11/01/2019 5:30,11/01/2019 0:00,18/01/2019 1:30
19-Jan-2019,Boraman,CRC120396,CRC120396-1,L37/0675-M1 + L37/0675-M2,1 day Volume,80.0 m3,3464.0 m3,4230.00%,18/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Boraman,CRC120396,CRC120396-1,L37/0675-M1 + L37/0675-M2,Water Year Volume,24400.0 m3,128226.7 m3,425.50%,18/01/2019 0:15,11/01/2019 0:00,18/01/2019 2:00
19-Jan-2019,,CRC083717,CRC083717-1,K37/3098-M1,7 day Volume,525.0 m3,1128.8 m3,115.00%,18/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,,CRC083717,CRC083717-1,K37/3098-M1,Water Year Volume,22800.0 m3,30458.4 m3,33.60%,17/01/2019 20:00,11/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Boraman,CRC082804,CRC082804-1,J38/0276-M1,Take Rate - Low Flow Ban,0 l/s,15.0 l/s,-,11/01/2019 0:15,11/01/2019 0:00,17/01/2019 11:30
19-Jan-2019,Aqualinc,CRC052262,CRC052262-1,K37/0024-M1 + K37/0330-M1,Take Rate,93.0 l/s,96.9 l/s,4.20%,15/01/2019 17:07,11/01/2019 0:00,17/01/2019 17:02
19-Jan-2019,Loncel,CRC050512.1,CRC050512.1-1,L37/1371-M1,Take Rate,73.0 l/s,73.0 l/s,0.00%,17/01/2019 16:59,17/01/2019 16:59,17/01/2019 17:44
19-Jan-2019,Boraman,CRC041954.1,CRC041954.1-1,J38/0757-M1 + J38/0757-M2 + J38/0757-M3,Take Rate,45.0 l/s,54.2 l/s,20.40%,13/01/2019 16:30,8/01/2019 14:45,18/01/2019 0:45
19-Jan-2019,Boraman,CRC041954.1,CRC041954.1-1,J38/0757-M1 + J38/0757-M2 + J38/0757-M3,20 day Volume,20857.0 m3,34639.0 m3,66.10%,18/01/2019 0:00,14/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,WaterCheck,CRC041358.3,CRC041358.3-1,L35/0794-M1 + L35/0844-M1 + L35/0864-M1,Take Rate,69.9 l/s,70.0 l/s,0.10%,16/01/2019 7:30,16/01/2019 6:15,16/01/2019 7:45
19-Jan-2019,Watermetrics,CRC030446.2,CRC030446.2-1,L36/0904-M1 + L36/2063-M1,Take Rate,64.0 l/s,93.1 l/s,45.40%,12/01/2019 15:45,11/01/2019 10:00,14/01/2019 6:45
19-Jan-2019,Watermetrics,CRC030249.1,CRC030249.1-1,L35/0716-M1,Take Rate,25.0 l/s,25.7 l/s,2.80%,13/01/2019 2:15,13/01/2019 2:15,13/01/2019 19:30
19-Jan-2019,Watermetrics,CRC020461,CRC020461-1,L37/0976-M1,Take Rate,98.0 l/s,103.8 l/s,5.90%,8/01/2019 5:45,7/01/2019 15:15,17/01/2019 18:45
19-Jan-2019,Boraman,CRC011328.2,CRC011328.2-1,L36/1457-M1,Take Rate,70.0 l/s,71.1 l/s,1.60%,11/01/2019 14:00,11/01/2019 12:30,12/01/2019 9:15
19-Jan-2019,DataCol,CRC000602.2,CRC000602.2-1,K37/0230-M1 + K37/3118-M1,Take Rate,48.0 l/s,65.6 l/s,36.60%,17/01/2019 17:00,17/01/2019 16:30,18/01/2019 0:00
19-Jan-2019,Watermetrics,CRC000108.1,CRC000108.1-1,K37/0107-M1 + K37/0901-M1 + K37/0903-M1,Take Rate,97.0 l/s,112.1 l/s,15.50%,7/01/2019 15:45,7/01/2019 14:30,7/01/2019 17:00
19-Jan-2019,Boraman,CRC992792.3,CRC992792.3-1,J38/0811-M1 + J38/0874-M1,Take Rate,73.0 l/s,206.9 l/s,183.50%,14/01/2019 22:00,11/01/2019 0:00,18/01/2019 2:00
19-Jan-2019,Boraman,CRC992420.1,CRC992420.1-1,J38/0336-M1,Take Rate,13.2 l/s,18.1 l/s,36.80%,11/01/2019 0:00,11/01/2019 0:00,18/01/2019 2:00
19-Jan-2019,Aqualinc,CRC992345,CRC992345-1,L35/0617-M1,Take Rate,42.0 l/s,46.4 l/s,10.40%,12/01/2019 11:00,11/01/2019 22:30,12/01/2019 20:15
19-Jan-2019,Boraman,CRC991459B.2,CRC991459B.2-1,J37/0250-M1 + J37/0251-M1 + J37/0252-M1,Take Rate - Low Flow Ban,0 l/s,21.5 l/s,-,17/01/2019 1:15,11/01/2019 12:00,17/01/2019 11:00
19-Jan-2019,WaterCheck,CRC960321.1,CRC960321.1-1,M36/5013-M1,Take Rate,42.0 l/s,43.2 l/s,2.80%,12/01/2019 10:00,11/01/2019 13:15,12/01/2019 16:30
19-Jan-2019,Boraman,CRC951971.2,CRC951971.2-1,K38/0373-M1 + K38/0489-M1 + K38/0714-M1,Take Rate,84.0 l/s,94.4 l/s,12.40%,14/01/2019 17:45,11/01/2019 0:00,18/01/2019 2:00
19-Jan-2019,Boraman,CRC951971.2,CRC951971.2-1,K38/0373-M1 + K38/0489-M1 + K38/0714-M1,7 day Volume,42336.0 m3,55298.0 m3,30.60%,16/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Boraman,CRC950464.2,CRC950464.2-1,I39/0023-M1,Take Rate,15.0 l/s,166.4 l/s,1009.30%,16/01/2019 17:30,11/01/2019 0:00,18/01/2019 2:45
19-Jan-2019,Boraman,CRC950464.2,CRC950464.2-1,I39/0023-M1,7 day Volume,9100.0 m3,34614.0 m3,280.40%,18/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Watermetrics,CRC940667,CRC940667-1,L37/0080-M1,Take Rate,45.0 l/s,398.8 l/s,786.10%,14/01/2019 7:45,11/01/2019 0:00,15/01/2019 9:45
19-Jan-2019,Watermetrics,CRC940667,CRC940667-1,L37/0080-M1,7 day Volume,26082.0 m3,178302.0 m3,583.60%,12/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,DataCol,CRC940652.2,CRC940652.2-1,M35/6990-M1,Take Rate,10.0 l/s,10.3 l/s,3.50%,13/01/2019 8:45,11/01/2019 13:00,14/01/2019 10:00
19-Jan-2019,DataCol,CRC940652.2,CRC940652.2-1,M35/6990-M1,1 day Volume,864.0 m3,890.7 m3,3.10%,14/01/2019 0:00,14/01/2019 0:00,14/01/2019 0:00
19-Jan-2019,WaterCheck,CRC940587.1,CRC940587.1-1,M35/6977-M1,Take Rate,3.8 l/s,9.7 l/s,155.80%,17/01/2019 18:15,11/01/2019 14:00,17/01/2019 20:45
19-Jan-2019,Boraman,CRC186254,CRC186254-1,L36/1612-M1,Take Rate,89.2 l/s,95.7 l/s,7.30%,11/01/2019 21:15,11/01/2019 0:00,18/01/2019 2:15
19-Jan-2019,Watermetrics,CRC186144,CRC186144-2,BY21/0223-M1,Take Rate,48.3 l/s,79.2 l/s,63.90%,11/01/2019 7:15,11/01/2019 0:00,14/01/2019 5:45
19-Jan-2019,WaterCheck,CRC186012,CRC186012-1,M36/0450-M1,7 day Volume,12700.0 m3,12789.7 m3,0.70%,14/01/2019 0:00,14/01/2019 0:00,17/01/2019 0:00
19-Jan-2019,WaterCheck,CRC182481,CRC182481-1,M35/10153-M1 + M35/10154-M1 + M35/10618-M1,Take Rate,40.1 l/s,40.3 l/s,0.40%,11/01/2019 19:45,11/01/2019 18:45,12/01/2019 0:30
19-Jan-2019,Boraman,CRC180804,CRC180804-2,L36/1540-M1,Take Rate,12.3 l/s,14.4 l/s,17.40%,9/01/2019 15:30,8/01/2019 11:15,17/01/2019 16:15
19-Jan-2019,WaterCheck,CRC173918,CRC173918-1,M36/20551-M1,Take Rate,75.0 l/s,179.3 l/s,139.10%,11/01/2019 22:15,11/01/2019 0:00,17/01/2019 23:45
19-Jan-2019,WaterCheck,CRC173918,CRC173918-1,M36/20551-M1,Water Year Volume,171006.0 m3,202528.0 m3,18.40%,17/01/2019 23:45,11/01/2019 0:00,17/01/2019 23:45
19-Jan-2019,WaterCheck,CRC173918,CRC173918-2,M36/7762-M1,Water Year Volume,171006.0 m3,178793.0 m3,4.60%,17/01/2019 23:00,13/01/2019 7:30,17/01/2019 23:00
19-Jan-2019,WaterCheck,CRC171828,CRC171828-1,N32/0281-M1 + N32/0282-M1,Take Rate,55.0 l/s,216.3 l/s,293.30%,12/01/2019 19:15,11/01/2019 0:00,17/01/2019 11:30
19-Jan-2019,DataCol,CRC169611,CRC169611-1,M35/10725-M1,Take Rate,21.0 l/s,21.1 l/s,0.50%,13/01/2019 18:00,13/01/2019 18:00,14/01/2019 6:45
19-Jan-2019,Harvest,CRC157951,CRC157951-1,N34/0134-M1 + N34/0142-M1,Take Rate,48.0 l/s,72.8 l/s,51.80%,17/10/2018 6:20,12/09/2018 20:50,15/11/2018 7:40
19-Jan-2019,Boraman,CRC153793,CRC153793-1,I40/0626-M1 + I40/0626-M2 + I40/0626-M3,Take Rate,28.0 l/s,198.1 l/s,607.30%,14/01/2019 3:45,11/01/2019 5:00,18/01/2019 2:00
19-Jan-2019,Boraman,CRC153551,CRC153551-1,J38/0323-M1,Take Rate - Low Flow Ban,0 l/s,19.2 l/s,-,16/01/2019 17:00,11/01/2019 0:00,18/01/2019 1:45
19-Jan-2019,Boraman,CRC153100,CRC153100-1,K38/0069-M1,Take Rate,38.0 l/s,42.1 l/s,10.70%,11/01/2019 9:00,11/01/2019 0:00,14/01/2019 6:00
19-Jan-2019,Watermetrics,CRC153034,CRC153034-1,L36/1173-M1,Take Rate,22.0 l/s,25.4 l/s,15.50%,12/01/2019 10:15,11/01/2019 2:30,12/01/2019 14:00
19-Jan-2019,Watermetrics,CRC151819,CRC151819-2,K38/2379-M1,Take Rate,28.1 l/s,53.8 l/s,91.30%,11/01/2019 4:15,11/01/2019 0:00,18/01/2019 0:30
19-Jan-2019,Boraman,CRC150460,CRC150460-1,I37/0041-M1 + I37/0041-M2,Take Rate,72.0 l/s,310.7 l/s,331.50%,17/01/2019 4:15,11/01/2019 0:00,18/01/2019 1:45
19-Jan-2019,Boraman,CRC150460,CRC150460-1,I37/0041-M1 + I37/0041-M2,7 day Volume,39916.0 m3,156315.8 m3,291.60%,18/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Boraman,CRC150020,CRC150020-1,J38/0793-M1 + J38/0793-M2,Take Rate,48.0 l/s,59.2 l/s,23.30%,15/01/2019 19:15,15/01/2019 13:30,18/01/2019 0:45
19-Jan-2019,Boraman,CRC150020,CRC150020-1,J38/0793-M1 + J38/0793-M2,7 day Volume,6274.0 m3,14567.0 m3,132.20%,18/01/2019 0:00,17/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,,CRC144795,CRC144795-1,N33/0417-M1 + N33/0427-M1,Take Rate,29.0 l/s,92.6 l/s,219.30%,14/01/2019 16:00,11/01/2019 0:00,17/01/2019 23:45
19-Jan-2019,WaterCheck,CRC144157,CRC144157-1,M33/0267-M1,Take Rate,28.0 l/s,49.6 l/s,77.10%,12/01/2019 14:45,11/01/2019 0:00,14/01/2019 19:00
19-Jan-2019,WaterCheck,CRC144036,CRC144036-1,M36/8558-M1,7 day Volume,210.0 m3,271.9 m3,29.50%,12/01/2019 0:00,12/01/2019 0:00,16/01/2019 0:00
19-Jan-2019,WaterCheck,CRC141880,CRC141880-1,K35/0044-M1,Take Rate,35.0 l/s,37.5 l/s,7.10%,17/01/2019 11:15,11/01/2019 9:00,17/01/2019 14:15
19-Jan-2019,Harvest,CRC137425,CRC137425-1,M35/18618-M1,Water Year Volume,34200.0 m3,213804.0 m3,525.20%,18/01/2019 11:40,11/01/2019 0:00,18/01/2019 11:40
19-Jan-2019,WaterCheck,CRC136886,CRC136886-1,BU26/0002-M1,Take Rate,58.0 l/s,58.9 l/s,1.50%,11/01/2019 4:15,11/01/2019 0:00,11/01/2019 4:45
19-Jan-2019,Boraman,CRC132255,CRC132255-1,L36/2238-M1 + L36/2239-M1 + L36/2240-M1 + L36/2274-M1 + L36/2275-M1,Water Year Volume,582825.0 m3,620275.0 m3,6.40%,18/01/2019 0:45,16/01/2019 11:30,18/01/2019 0:45
19-Jan-2019,DataCol,CRC080346.1,CRC080346.1-1,M35/10725-M1,Take Rate,18.0 l/s,21.1 l/s,17.30%,13/01/2019 18:00,11/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,DataCol,CRC080346.1,CRC080346.1-1,M35/10725-M1,6 day Volume,7776.0 m3,9697.0 m3,24.70%,18/01/2019 0:00,13/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,,CRC073867.1,CRC073867.1-1,L36/2262-M1 + L36/2262-M2 + L36/2262-M3,Take Rate - Low Flow Ban,0 l/s,65.0 l/s,-,16/01/2019 5:15,15/01/2019 8:00,16/01/2019 7:15
19-Jan-2019,DataCol,CRC073249.2,CRC073249.2-1,I40/0548-M1,Take Rate,45.0 l/s,71.7 l/s,59.30%,16/01/2019 0:00,12/01/2019 18:15,18/01/2019 0:00
19-Jan-2019,DataCol,CRC073249.2,CRC073249.2-1,I40/0548-M1,1 day Volume,1944.0 m3,5821.0 m3,199.40%,17/01/2019 0:00,13/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Watermetrics,CRC042712.3,CRC042712.3-1,K37/3285-M1,Take Rate,30.0 l/s,65.3 l/s,117.80%,17/01/2019 10:45,11/01/2019 9:15,18/01/2019 1:15
19-Jan-2019,Watermetrics,CRC042712.3,CRC042712.3-1,K37/3285-M1,8 day Volume,20736.0 m3,31216.2 m3,50.50%,13/01/2019 0:00,11/01/2019 0:00,15/01/2019 0:00
19-Jan-2019,WaterCheck,CRC042190.2,CRC042190.2-1,K36/0651-M1 + K36/0652-M1 + K36/0704-M1 + K36/0830-M1,Take Rate,73.4 l/s,9297.6 l/s,12567.10%,11/01/2019 0:15,11/01/2019 0:00,17/01/2019 21:00
19-Jan-2019,WaterCheck,CRC042190.2,CRC042190.2-1,K36/0651-M1 + K36/0652-M1 + K36/0704-M1 + K36/0830-M1,1 day Volume,2314.0 m3,538483.0 m3,23170.70%,12/01/2019 0:00,12/01/2019 0:00,17/01/2019 0:00
19-Jan-2019,WaterCheck,CRC042190.2,CRC042190.2-1,K36/0651-M1 + K36/0652-M1 + K36/0704-M1 + K36/0830-M1,Water Year Volume,5501256.4 m3,14485118.0 m3,163.30%,17/01/2019 19:15,11/01/2019 0:00,17/01/2019 23:00
19-Jan-2019,Watermetrics,CRC040581,CRC040581-1,K37/1502-M1,Take Rate,50.0 l/s,52.9 l/s,5.80%,4/01/2019 17:00,4/01/2019 15:45,12/01/2019 9:30
19-Jan-2019,WaterCheck,CRC040301.5,CRC040301.5-1,L36/2411-M1,Take Rate,25.0 l/s,36.9 l/s,47.80%,12/01/2019 15:30,12/01/2019 13:45,17/01/2019 11:30
19-Jan-2019,WaterCheck,CRC040301.5,CRC040301.5-1,L36/2411-M1,Take Rate - Low Flow Ban,0 l/s,21.9 l/s,-,17/01/2019 9:15,17/01/2019 7:45,17/01/2019 9:15
19-Jan-2019,Loncel,CRC030302.4,CRC030302.4-1,K37/1645-M1 + K37/3151-M1,Take Rate,97.1 l/s,129.2 l/s,33.10%,11/01/2019 1:15,11/01/2019 0:45,17/01/2019 17:15
19-Jan-2019,,CRC021944.2,CRC021944.2-2,K38/2242-M1,Take Rate,10.5 l/s,125.3 l/s,1093.10%,12/01/2019 9:15,11/01/2019 0:00,18/01/2019 6:30
19-Jan-2019,,CRC021944.2,CRC021944.2-2,K38/2242-M1,1 day Volume,3844.0 m3,3887.0 m3,1.10%,13/01/2019 0:00,12/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Boraman,CRC021756.3,CRC021756.3-1,K37/2875-M1,12 day Volume,51264.0 m3,52211.0 m3,1.80%,9/01/2019 0:00,9/01/2019 0:00,14/01/2019 0:00
19-Jan-2019,Boraman,CRC020891,CRC020891-1,K37/1596-M1,Take Rate,15.0 l/s,118.6 l/s,690.70%,13/01/2019 22:00,10/01/2019 7:45,18/01/2019 1:00
19-Jan-2019,Boraman,CRC020891,CRC020891-1,K37/1596-M1,9 day Volume,11178.0 m3,37569.0 m3,236.10%,18/01/2019 0:00,14/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,Watermetrics,CRC011093.1,CRC011093.1-1,M36/20314-M1 + M36/2236-M1 + M36/7697-M1,Take Rate,80.1 l/s,134.7 l/s,68.20%,12/01/2019 19:45,11/01/2019 0:00,18/01/2019 0:00
19-Jan-2019,WaterCheck,CRC010725.1,CRC010725.1-1,M36/1866-M1,Take Rate,11.5 l/s,17.1 l/s,48.40%,16/01/2019 17:45,16/01/2019 13:00,17/01/2019 7:15
19-Jan-2019,WaterCheck,CRC001736.2,CRC001736.2-1,M35/6733-M1,1 day Volume,238.0 m3,294.6 m3,23.80%,17/01/2019 0:00,17/01/2019 0:00,17/01/2019 0:00
