RunDate,Service Provider,ConsentID or Water Group,Activity Number,Meters,Type,Limit,Max Use,Percent Over Limit,Date of Highest Overage,Date of Earliest Non-compliance,Date of Latest Non-compliance
26-Jan-2019,WaterCheck,CRC141933,CRC141933-2,L35/0216-M1,Take Rate,31.0 l/s,31.1 l/s,0.40%,23-Jan-2019 01:00:00,23-Jan-2019 01:00:00,23-Jan-2019 07:15:00
26-Jan-2019,Watermetrics,CRC141724,CRC141724-1,K37/1509-M1,Take Rate,45.0 l/s,46.3 l/s,2.80%,20-Jan-2019 04:45:00,19-Jan-2019 13:00:00,24-Jan-2019 23:30:00
26-Jan-2019,Loncel,CRC141306,CRC141306-1,L36/1004-M1,Take Rate,8.0 l/s,59.6 l/s,644.80%,13-Jan-2019 09:00:00,11-Jan-2019 00:00:00,25-Jan-2019 14:00:00
26-Jan-2019,Loncel,CRC141306,CRC141306-1,L36/1004-M1,14 day Volume,4838.0 m3,71459.0 m3,1377.00%,12-Jan-2019 00:00:00,12-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Loncel,CRC141306,CRC141306-1,L36/1004-M1,Water Year Volume,116250.0 m3,285160.0 m3,145.30%,25-Jan-2019 14:00:00,11-Jan-2019 00:00:00,25-Jan-2019 14:00:00
26-Jan-2019,WaterCheck,CRC141091,CRC141091-1,L36/1932-M1 + L36/1933-M1,Take Rate,98.0 l/s,122.1 l/s,24.60%,18-Jan-2019 01:30:00,18-Jan-2019 00:00:00,23-Jan-2019 11:45:00
26-Jan-2019,WaterCheck,CRC141091,CRC141091-1,L36/1932-M1 + L36/1933-M1,1 day Volume,8468.0 m3,10401.0 m3,22.80%,23-Jan-2019 00:00:00,19-Jan-2019 00:00:00,23-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC140602,CRC140602-1,I40/0626-M1 + I40/0626-M2 + I40/0626-M3,Take Rate,16.0 l/s,185.3 l/s,1057.80%,23-Jan-2019 03:30:00,18-Jan-2019 00:00:00,24-Jan-2019 23:45:00
26-Jan-2019,Boraman,CRC140602,CRC140602-1,I40/0626-M1 + I40/0626-M2 + I40/0626-M3,Water Year Volume,504576.0 m3,707957.0 m3,40.30%,24-Jan-2019 22:15:00,18-Jan-2019 00:00:00,25-Jan-2019 03:30:00
26-Jan-2019,WaterCheck,CRC121170,CRC121170-1,M36/20543-M1,Take Rate,56.0 l/s,57.5 l/s,2.70%,21-Jan-2019 10:00:00,21-Jan-2019 10:00:00,24-Jan-2019 11:00:00
26-Jan-2019,WaterCheck,CRC103251,CRC103251-1,N33/0460-M1,Take Rate - Low Flow Ban,0 l/s,24.6 l/s,-,22-Jan-2019 14:00:00,22-Jan-2019 08:00:00,24-Jan-2019 11:00:00
26-Jan-2019,Boraman,CRC091762,CRC091762-2,J38/0890-M1,Take Rate,7.9 l/s,12.4 l/s,56.50%,14-Jan-2019 18:45:00,14-Jan-2019 10:45:00,25-Jan-2019 02:00:00
26-Jan-2019,WaterCheck,CRC074123.1,CRC074123.1-1,J39/0689-M1 + J39/0690-M1,Take Rate,100.0 l/s,147.1 l/s,47.10%,23-Jan-2019 03:30:00,21-Jan-2019 06:15:00,25-Jan-2019 22:00:00
26-Jan-2019,WaterCheck,CRC074123.1,CRC074123.1-1,J39/0689-M1 + J39/0690-M1,1 day Volume,7781.1 m3,12344.8 m3,58.70%,25-Jan-2019 00:00:00,22-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC071379,CRC071379-1,N34/0351-M1,Take Rate,10.0 l/s,13.0 l/s,30.10%,18-Jan-2019 13:15:00,18-Jan-2019 13:00:00,24-Jan-2019 12:00:00
26-Jan-2019,WaterCheck,CRC071379,CRC071379-1,N34/0351-M1,1 day Volume,864.0 m3,974.8 m3,12.80%,23-Jan-2019 00:00:00,23-Jan-2019 00:00:00,23-Jan-2019 00:00:00
26-Jan-2019,Harvest,CRC070972,CRC070972-1,O33/0113-M1,Take Rate,23.0 l/s,23.1 l/s,0.20%,21-Jan-2019 02:10:00,21-Jan-2019 02:10:00,21-Jan-2019 02:10:00
26-Jan-2019,Harvest,CRC070972,CRC070972-1,O33/0113-M1,Water Year Volume,171900.0 m3,8806675.0 m3,5023.10%,25-Jan-2019 11:40:00,18-Jan-2019 00:00:00,25-Jan-2019 11:40:00
26-Jan-2019,DataCol,CRC040315,CRC040315-1,M35/9748-M1,Take Rate,25.0 l/s,59.7 l/s,138.90%,22-Jan-2019 13:45:00,22-Jan-2019 12:30:00,22-Jan-2019 14:30:00
26-Jan-2019,Loncel,CRC030679,CRC030679-1,L37/0068-M1,Take Rate,35.0 l/s,36.1 l/s,3.20%,10-Jan-2019 17:00:00,10-Jan-2019 16:45:00,10-Jan-2019 17:00:00
26-Jan-2019,WaterCheck,CRC030010.2,CRC030010.2-1,M35/0129-M1,Take Rate,3.0 l/s,17.9 l/s,497.20%,23-Jan-2019 20:45:00,18-Jan-2019 06:45:00,23-Jan-2019 22:15:00
26-Jan-2019,WaterCheck,CRC030010.2,CRC030010.2-1,M35/0129-M1,1 day Volume,107.0 m3,560.1 m3,423.50%,19-Jan-2019 00:00:00,19-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC001740.1,CRC001740.1-1,M35/6733-M1,1 day Volume,238.0 m3,311.6 m3,30.90%,24-Jan-2019 00:00:00,23-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,Loncel,CRC001050,CRC001050-1,K37/0051-M1,Take Rate,31.0 l/s,40.9 l/s,32.00%,02-Jan-2019 00:43:11,02-Jan-2019 00:00:00,25-Jan-2019 07:14:21
26-Jan-2019,Loncel,CRC001050,CRC001050-1,K37/0051-M1,23 day Volume,56470.0 m3,59880.3 m3,6.00%,24-Jan-2019 00:00:00,23-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC000968,CRC000968-1,L37/0095-M1 + L37/0386-M1,Take Rate,167.0 l/s,210.3 l/s,25.90%,20-Jan-2019 08:15:00,18-Jan-2019 15:15:00,24-Jan-2019 03:45:00
26-Jan-2019,Watermetrics,CRC000871.1,CRC000871.1-1,M37/0044-M1 + M37/0152-M1 + M37/0319-M1 + M37/0320-M1,Take Rate,60.0 l/s,107.8 l/s,79.60%,24-Jan-2019 09:45:00,24-Jan-2019 07:15:00,24-Jan-2019 20:30:00
26-Jan-2019,Boraman,CRC991946A,CRC991946A-1,J38/0207-M1 + J38/0497-M1 + K38/0451-M1,Take Rate,30.9 l/s,48.5 l/s,56.90%,22-Jan-2019 23:15:00,18-Jan-2019 00:00:00,25-Jan-2019 02:00:00
26-Jan-2019,Boraman,CRC991946A,CRC991946A-1,J38/0207-M1 + J38/0497-M1 + K38/0451-M1,Take Rate - Low Flow Ban,0 l/s,30.8 l/s,-,21-Jan-2019 16:45:00,18-Jan-2019 00:00:00,24-Jan-2019 18:45:00
26-Jan-2019,,CRC990769.1,CRC990769.1-1,L36/1232-M1 + L36/1994-M1,Take Rate,101.0 l/s,101.1 l/s,0.10%,19-Jan-2019 21:30:00,19-Jan-2019 21:30:00,19-Jan-2019 21:30:00
26-Jan-2019,ECS,CRC990324.6,CRC990324.6-1,J38/0364-M1,Take Rate - Low Flow Ban,0 l/s,26.8 l/s,-,18-Jan-2019 19:15:00,18-Jan-2019 17:00:00,25-Jan-2019 11:00:00
26-Jan-2019,DataCol,CRC980307.2,CRC980307.2-1,L36/2242-M1,Take Rate,13.5 l/s,14.7 l/s,8.80%,18-Jan-2019 07:15:00,18-Jan-2019 07:15:00,22-Jan-2019 10:00:00
26-Jan-2019,DataCol,CRC971717.1,CRC971717.1-1,M34/0646-M1 + M34/0657-M1 + M34/0695-M1 + M34/0697-M1,Take Rate,106.0 l/s,146.8 l/s,38.50%,19-Jan-2019 17:30:00,19-Jan-2019 11:00:00,24-Jan-2019 22:45:00
26-Jan-2019,Aqualinc,CRC961606.2,CRC961606.2-1,K37/0024-M1 + K37/0046-M1 + K37/0330-M1,Take Rate,102.1 l/s,189.7 l/s,85.80%,23-Jan-2019 13:47:00,18-Jan-2019 00:00:00,24-Jan-2019 21:36:00
26-Jan-2019,Aqualinc,CRC951739.2,CRC951739.2-1,K38/2423-M1,1 day Volume,2462.0 m3,2805.0 m3,13.90%,25-Jan-2019 00:00:00,21-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC950967.4,CRC950967.4-1,K37/0554-M1 + K37/1597-M1 + K37/2199-M1,Water Year Volume,748235.0 m3,4718485.3 m3,530.60%,24-Jan-2019 09:15:00,18-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC940143,CRC940143-1,L37/0122-M1,7 day Volume,22896.0 m3,26874.0 m3,17.40%,21-Jan-2019 00:00:00,20-Jan-2019 00:00:00,22-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC185505,CRC185505-2,J38/0890-M1,Take Rate,7.9 l/s,12.4 l/s,56.50%,14-Jan-2019 18:45:00,14-Jan-2019 10:45:00,25-Jan-2019 02:00:00
26-Jan-2019,Boraman,CRC183118,CRC183118-1,J38/0276-M1,Take Rate - Low Flow Ban,0 l/s,15.0 l/s,-,21-Jan-2019 12:15:00,18-Jan-2019 07:15:00,25-Jan-2019 02:15:00
26-Jan-2019,Boraman,CRC182238,CRC182238-1,I40/0004-M1,Take Rate,26.0 l/s,52.1 l/s,100.30%,18-Jan-2019 11:30:00,18-Jan-2019 00:00:00,24-Jan-2019 18:00:00
26-Jan-2019,Boraman,CRC182238,CRC182238-1,I40/0004-M1,1 day Volume,2246.0 m3,4491.0 m3,100.00%,20-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC175858,CRC175858-1,L36/0335-M1 + L36/0380-M1,Take Rate,70.0 l/s,146.4 l/s,109.20%,23-Jan-2019 11:15:00,18-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC175858,CRC175858-1,L36/0335-M1 + L36/0380-M1,1 day Volume,6048.0 m3,11484.0 m3,89.90%,24-Jan-2019 00:00:00,19-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC175209,CRC175209-1,K37/2767-M1,Water Year Volume,11445.0 m3,37867.3 m3,230.90%,24-Jan-2019 22:45:00,18-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC174813,CRC174813-1,BY20/0162-M1 + K37/0976-M1,Take Rate,60.0 l/s,141.9 l/s,136.60%,23-Jan-2019 19:45:00,18-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,,CRC174659,CRC174659-1,BU25/5022-M1,Take Rate,21.5 l/s,22.5 l/s,4.70%,22-Jan-2019 14:45:00,18-Jan-2019 00:00:00,24-Jan-2019 08:45:00
26-Jan-2019,WaterCheck,CRC173207,CRC173207-1,M36/20543-M1,Take Rate,56.0 l/s,57.5 l/s,2.70%,21-Jan-2019 10:00:00,21-Jan-2019 10:00:00,24-Jan-2019 11:00:00
26-Jan-2019,Boraman,CRC171755,CRC171755-1,BY16/0002-M1,Take Rate,116.0 l/s,167.4 l/s,44.30%,22-Jan-2019 19:45:00,18-Jan-2019 00:00:00,23-Jan-2019 16:00:00
26-Jan-2019,WaterCheck,CRC167817,CRC167817-1,BV24/0049-M1 + M33/0368-M1 + M33/0369-M1 + M33/0370-M1 + M33/0371-M1 + M33/0372-M1,Take Rate,14.8 l/s,86.2 l/s,482.60%,24-Jan-2019 08:45:00,18-Jan-2019 00:00:00,24-Jan-2019 23:45:00
26-Jan-2019,,CRC164605,CRC164605-1,M37/0543-M1,Take Rate - Low Flow Ban,0 l/s,29.2 l/s,-,22-Jan-2019 11:15:00,17-Jan-2019 08:00:00,24-Jan-2019 10:00:00
26-Jan-2019,WaterCheck,CRC156817,CRC156817-1,M33/0260-M1,Take Rate,38.8 l/s,40.5 l/s,4.40%,22-Jan-2019 03:00:00,18-Jan-2019 05:30:00,23-Jan-2019 19:45:00
26-Jan-2019,Loncel,CRC151856,CRC151856-1,L35/0843-M1 + L35/1019-M1,Take Rate,96.0 l/s,100.8 l/s,5.00%,18-Jan-2019 20:45:00,18-Jan-2019 17:15:00,25-Jan-2019 14:00:00
26-Jan-2019,Loncel,CRC151856,CRC151856-1,L35/0843-M1 + L35/1019-M1,1 day Volume,7776.0 m3,7834.0 m3,0.70%,25-Jan-2019 00:00:00,25-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC151757,CRC151757-1,BZ19/0070-M1,Take Rate,53.2 l/s,66.4 l/s,24.80%,12-Jan-2019 13:45:00,12-Jan-2019 09:30:00,25-Jan-2019 01:30:00
26-Jan-2019,,CRC151669,CRC151669-1,J38/0246-M1,1 day Volume,3042.0 m3,3348.0 m3,10.10%,25-Jan-2019 00:00:00,25-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC146818,CRC146818-1,K37/1434-M1,Take Rate,66.0 l/s,69.0 l/s,4.60%,23-Jan-2019 02:45:00,18-Jan-2019 11:45:00,24-Jan-2019 14:00:00
26-Jan-2019,WaterCheck,CRC141092,CRC141092-1,L36/1932-M1 + L36/1933-M1,Take Rate,122.0 l/s,122.1 l/s,0.10%,18-Jan-2019 01:30:00,18-Jan-2019 01:30:00,23-Jan-2019 05:45:00
26-Jan-2019,Boraman,CRC137176,CRC137176-1,L36/0995-M1 + L36/1421-M1 + L36/2088-M1,Take Rate,12.0 l/s,142.1 l/s,1084.00%,24-Jan-2019 17:15:00,18-Jan-2019 00:00:00,25-Jan-2019 01:00:00
26-Jan-2019,Boraman,CRC137176,CRC137176-1,L36/0995-M1 + L36/1421-M1 + L36/2088-M1,Water Year Volume,122400.0 m3,331085.0 m3,170.50%,25-Jan-2019 01:00:00,18-Jan-2019 00:00:00,25-Jan-2019 01:00:00
26-Jan-2019,WaterCheck,CRC132815,CRC132815-1,BY20/0015-M1,Take Rate,5.0 l/s,6.2 l/s,23.30%,18-Jan-2019 08:00:00,18-Jan-2019 07:15:00,24-Jan-2019 09:15:00
26-Jan-2019,WaterCheck,CRC132815,CRC132815-1,BY20/0015-M1,1 day Volume,159.0 m3,312.4 m3,96.50%,24-Jan-2019 00:00:00,20-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC111409,CRC111409-1,K38/2421-M1,Take Rate,16.5 l/s,22.9 l/s,38.90%,22-Jan-2019 19:00:00,20-Jan-2019 11:15:00,25-Jan-2019 02:45:00
26-Jan-2019,Boraman,CRC111409,CRC111409-1,K38/2421-M1,Take Rate - Low Flow Ban,0 l/s,16.4 l/s,-,21-Jan-2019 16:15:00,20-Jan-2019 11:15:00,22-Jan-2019 13:45:00
26-Jan-2019,,CRC091163.1,CRC091163.1-1,J38/0280-M1 + J38/0288-M1 + J38/0336-M1 + J38/0436-M1 + J38/0952-M1,Take Rate,155.2 l/s,243.8 l/s,57.10%,20-Jan-2019 10:15:00,18-Jan-2019 00:00:00,25-Jan-2019 02:00:00
26-Jan-2019,,CRC091163.1,CRC091163.1-1,J38/0280-M1 + J38/0288-M1 + J38/0336-M1 + J38/0436-M1 + J38/0952-M1,Take Rate - Low Flow Ban,0 l/s,154.0 l/s,-,23-Jan-2019 09:30:00,18-Jan-2019 00:00:00,25-Jan-2019 02:00:00
26-Jan-2019,Boraman,CRC062327,CRC062327-1,I40/0551-M1 + I40/0551-M2,Take Rate,99.0 l/s,116.0 l/s,17.10%,21-Jan-2019 18:00:00,18-Jan-2019 00:00:00,23-Jan-2019 16:15:00
26-Jan-2019,WaterCheck,CRC052658,CRC052658-1,L35/0812-M1 + L36/1110-M1,Take Rate,20.0 l/s,70.6 l/s,252.80%,22-Jan-2019 00:45:00,19-Jan-2019 02:30:00,23-Jan-2019 18:45:00
26-Jan-2019,WaterCheck,CRC051892.1,CRC051892.1-1,M36/7760-M1,1 day Volume,2376.0 m3,2516.0 m3,5.90%,19-Jan-2019 00:00:00,19-Jan-2019 00:00:00,19-Jan-2019 00:00:00
26-Jan-2019,Bay City,CRC030692.3,CRC030692.3-2,L37/1688-M1,Take Rate,45.0 l/s,230.4 l/s,411.90%,29-Jan-2018 17:05:08,29-Jan-2018 16:05:01,01-Feb-2018 18:59:40
26-Jan-2019,Boraman,CRC021476.1,CRC021476.1-1,L36/1627-M1,Take Rate,27.8 l/s,32.8 l/s,17.90%,18-Jan-2019 00:30:00,18-Jan-2019 00:00:00,18-Jan-2019 09:15:00
26-Jan-2019,ECS,CRC012786.1,CRC012786.1-1,K38/1083-M1,Take Rate,45.0 l/s,278.9 l/s,519.80%,25-Jan-2019 10:09:07,19-Jan-2019 16:30:49,25-Jan-2019 11:00:00
26-Jan-2019,WaterCheck,CRC011751.2,CRC011751.2-1,M33/0328-M1,Take Rate,23.0 l/s,23.9 l/s,3.90%,24-Jan-2019 02:45:00,20-Jan-2019 10:45:00,24-Jan-2019 23:15:00
26-Jan-2019,WaterCheck,CRC011751.2,CRC011751.2-1,M33/0328-M1,1 day Volume,1296.0 m3,1967.0 m3,51.80%,22-Jan-2019 00:00:00,19-Jan-2019 00:00:00,22-Jan-2019 00:00:00
26-Jan-2019,Aqualinc,CRC010782.3,CRC010782.3-1,M36/20101-M1,Take Rate,33.0 l/s,41.3 l/s,25.00%,22-Jan-2019 13:00:00,22-Jan-2019 12:30:00,25-Jan-2019 03:00:00
26-Jan-2019,Watermetrics,CRC010652.1,CRC010652.1-1,M37/0160-M1,Take Rate,26.0 l/s,26.4 l/s,1.50%,11-Jan-2019 18:15:00,11-Jan-2019 15:45:00,11-Jan-2019 21:15:00
26-Jan-2019,Watermetrics,CRC002158.2,CRC002158.2-2,M36/4897-M1,Take Rate,12.0 l/s,12.8 l/s,6.50%,13-Jan-2019 14:00:00,11-Jan-2019 08:30:00,14-Jan-2019 08:30:00
26-Jan-2019,Watermetrics,CRC002158.2,CRC002158.2-2,M36/4897-M1,14 day Volume,7258.0 m3,10085.0 m3,39.00%,25-Jan-2019 00:00:00,22-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC992570,CRC992570-1,M35/0702-M1,Take Rate,17.0 l/s,18.0 l/s,6.10%,04-Jan-2019 09:15:00,04-Jan-2019 09:00:00,24-Jan-2019 09:45:00
26-Jan-2019,Boraman,CRC990869A.1,CRC990869A.1-1,K38/0339-M1,1 day Volume,964.0 m3,1253.0 m3,30.00%,25-Jan-2019 00:00:00,25-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC990093.1,CRC990093.1-1,M35/8023-M1,Take Rate,26.0 l/s,27.3 l/s,4.90%,22-Jan-2019 20:00:00,22-Jan-2019 19:30:00,22-Jan-2019 20:00:00
26-Jan-2019,,CRC971232B.1,CRC971232B.1-1,K38/0670-M1,1 day Volume,824.0 m3,3061.0 m3,271.50%,19-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC951474,CRC951474-1,K38/0182-M1,Take Rate,12.0 l/s,15.4 l/s,28.60%,07-Jan-2019 21:45:00,07-Jan-2019 21:15:00,10-Jan-2019 08:30:00
26-Jan-2019,,CRC191985,CRC191985-1,M37/0137-M1,Take Rate,4.9 l/s,30.0 l/s,512.20%,22-Jan-2019 20:45:00,20-Jan-2019 10:00:00,24-Jan-2019 14:45:00
26-Jan-2019,,CRC191985,CRC191985-1,M37/0137-M1,2 day Volume,720.0 m3,3155.0 m3,338.20%,23-Jan-2019 00:00:00,21-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC185836,CRC185836-1,L37/0675-M1 + L37/0675-M2 + L37/1760-M1,Take Rate,118.0 l/s,122.4 l/s,3.70%,20-Jan-2019 15:00:00,18-Jan-2019 02:30:00,24-Jan-2019 17:15:00
26-Jan-2019,Watermetrics,CRC185517,CRC185517-1,K37/2281-M1,Take Rate,61.0 l/s,69.6 l/s,14.10%,21-Jan-2019 18:45:00,21-Jan-2019 10:00:00,24-Jan-2019 18:30:00
26-Jan-2019,Loncel,CRC180501,CRC180501-1,I40/0051-M1,Take Rate,85.3 l/s,100.8 l/s,18.20%,22-Jan-2019 04:00:00,18-Jan-2019 00:00:00,24-Jan-2019 08:30:00
26-Jan-2019,Loncel,CRC180501,CRC180501-2,I40/0696-M1,Take Rate,4.7 l/s,5.0 l/s,6.40%,22-Jan-2019 06:00:00,18-Jan-2019 05:15:00,25-Jan-2019 07:45:00
26-Jan-2019,Loncel,CRC180501,CRC180501-2,I40/0696-M1,1 day Volume,105.0 m3,134.0 m3,27.60%,25-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC171712,CRC171712-1,J38/0811-M1 + J38/0874-M1,Take Rate - Low Flow Ban,0 l/s,206.4 l/s,-,24-Jan-2019 04:00:00,18-Jan-2019 00:00:00,25-Jan-2019 02:00:00
26-Jan-2019,,CRC171437,CRC171437-1,N32/0375-M1,Take Rate,30.0 l/s,30.1 l/s,0.50%,21-Jan-2019 06:30:00,21-Jan-2019 06:30:00,21-Jan-2019 11:15:00
26-Jan-2019,WaterCheck,CRC165409,CRC165409-2,K36/1067-M1,Take Rate,5.0 l/s,5.2 l/s,4.40%,22-Jan-2019 08:45:00,22-Jan-2019 08:30:00,23-Jan-2019 08:30:00
26-Jan-2019,WaterCheck,CRC165409,CRC165409-2,K36/1067-M1,7 day Volume,294.0 m3,872.0 m3,196.60%,20-Jan-2019 00:00:00,19-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,,CRC164947,CRC164947-1,BY17/0033-M1 + BY17/0034-M1 + BY17/0034-M2,Take Rate,270.0 l/s,805.6 l/s,198.40%,21-Jan-2019 10:45:00,18-Jan-2019 10:30:00,22-Jan-2019 23:45:00
26-Jan-2019,Boraman,CRC163957,CRC163957-1,I40/0004-M1,Take Rate - Low Flow Ban,0 l/s,52.1 l/s,-,18-Jan-2019 11:30:00,18-Jan-2019 00:00:00,24-Jan-2019 19:00:00
26-Jan-2019,Boraman,CRC163946,CRC163946-1,I40/0004-M1,Take Rate,26.0 l/s,62.1 l/s,138.80%,16-Jan-2019 02:15:00,15-Jan-2019 00:00:00,24-Jan-2019 18:00:00
26-Jan-2019,Boraman,CRC163946,CRC163946-1,I40/0004-M1,10 day Volume,22464.0 m3,44221.0 m3,96.90%,23-Jan-2019 00:00:00,16-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC162428,CRC162428-1,K38/0003-M1,Take Rate,25.0 l/s,162.8 l/s,551.10%,22-Jan-2019 14:30:00,20-Jan-2019 03:15:00,23-Jan-2019 09:45:00
26-Jan-2019,Watermetrics,CRC162428,CRC162428-1,K38/0003-M1,8 day Volume,16560.0 m3,26397.0 m3,59.40%,24-Jan-2019 00:00:00,22-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC161091,CRC161091-1,K36/0958-M1 + L36/2113-M1,Take Rate,1120.0 l/s,37486.1 l/s,3247.00%,22-Jan-2019 22:00:00,18-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,ECS,CRC157373,CRC157373-1,H39/0075-M1 + H39/0076-M1,Water Year Volume,3810000.0 m3,6438750.1 m3,69.00%,25-Jan-2019 11:00:00,18-Jan-2019 00:00:00,25-Jan-2019 11:00:00
26-Jan-2019,Aqualinc,CRC156174,CRC156174-1,K37/2486-M1,Take Rate,28.0 l/s,29.2 l/s,4.20%,24-Jan-2019 09:30:00,17-Jan-2019 10:15:00,24-Jan-2019 11:45:00
26-Jan-2019,Watermetrics,CRC155938,CRC155938-1,K38/0947-M1,Take Rate,21.0 l/s,21.4 l/s,1.90%,23-Jan-2019 10:30:00,22-Jan-2019 22:45:00,25-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC153518,CRC153518-1,BV24/0003-M1 + M33/0252-M1 + M33/0272-M1,Take Rate,160.0 l/s,183.1 l/s,14.40%,22-Jan-2019 15:15:00,19-Jan-2019 08:45:00,24-Jan-2019 11:30:00
26-Jan-2019,Watermetrics,CRC151180,CRC151180-1,J39/0529-M1,Take Rate,94.0 l/s,153.5 l/s,63.30%,21-Jan-2019 18:30:00,21-Jan-2019 15:00:00,23-Jan-2019 00:45:00
26-Jan-2019,Watermetrics,CRC151180,CRC151180-1,J39/0529-M1,1 day Volume,8146.0 m3,13170.0 m3,61.70%,23-Jan-2019 00:00:00,22-Jan-2019 00:00:00,23-Jan-2019 00:00:00
26-Jan-2019,ECS,CRC151081,CRC151081-1,J38/0762-M1,Take Rate - Low Flow Ban,0 l/s,823.0 l/s,-,22-Jan-2019 19:45:00,18-Jan-2019 00:00:00,25-Jan-2019 10:45:00
26-Jan-2019,DataCol,CRC150944,CRC150944-1,K36/0958-M1,Take Rate,1400.0 l/s,18743.1 l/s,1238.80%,22-Jan-2019 22:00:00,18-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC150944,CRC150944-1,K36/0958-M1,1 day Volume,120960.0 m3,1437550.0 m3,1088.50%,23-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,ECS,CRC150900,CRC150900-1,BZ19/0012-M1 + J38/0919-M1 + J38/0962-M1,Take Rate - Low Flow Ban,0 l/s,86.1 l/s,-,22-Jan-2019 02:15:00,18-Jan-2019 00:00:00,25-Jan-2019 11:00:00
26-Jan-2019,Boraman,CRC150757,CRC150757-1,BZ19/0066-M1 + BZ19/0066-M2 + BZ19/0066-M3,14 day Volume,87085.0 m3,105187.0 m3,20.80%,18-Jan-2019 00:00:00,14-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC146054,CRC146054-1,K38/1999-M1,Take Rate,12.7 l/s,38.5 l/s,202.90%,24-Jan-2019 12:45:00,18-Jan-2019 00:00:00,25-Jan-2019 02:00:00
26-Jan-2019,Boraman,CRC146054,CRC146054-1,K38/1999-M1,7 day Volume,15400.0 m3,21415.0 m3,39.10%,21-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC146054,CRC146054-2,K38/1999-M1,Take Rate,25.5 l/s,38.5 l/s,50.90%,24-Jan-2019 12:45:00,18-Jan-2019 00:00:00,25-Jan-2019 02:00:00
26-Jan-2019,Boraman,CRC146054,CRC146054-2,K38/1999-M1,7 day Volume,7700.0 m3,21415.0 m3,178.10%,21-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC145570,CRC145570-1,M35/6733-M1,1 day Volume,238.0 m3,311.6 m3,30.90%,24-Jan-2019 00:00:00,23-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC144371,CRC144371-1,M33/0321-M1,Take Rate,426.0 l/s,508.8 l/s,19.40%,20-Jan-2019 11:30:00,19-Jan-2019 08:00:00,24-Jan-2019 05:15:00
26-Jan-2019,WaterCheck,CRC144371,CRC144371-1,M33/0321-M1,1 day Volume,51840.0 m3,52273.3 m3,0.80%,24-Jan-2019 00:00:00,23-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,Loncel,CRC142419,CRC142419-1,K38/2344-M1 + K38/2344-M2,Take Rate,40.0 l/s,65.3 l/s,63.20%,16-Jan-2019 01:00:00,04-Jan-2019 00:00:00,24-Jan-2019 23:30:00
