RunDate,Service Provider,ConsentID or Water Group,Activity Number,Meters,Type,Limit,Max Use,Percent Over Limit,Date of Highest Overage,Date of Earliest Non-compliance,Date of Latest Non-compliance
26-Jan-2019,Boraman,CRC154428,CRC154428-1,BZ19/0040-M1 + J38/0032-M1,Take Rate,15.4 l/s,43.3 l/s,181.40%,24-Jan-2019 22:15:00,18-Jan-2019 00:00:00,25-Jan-2019 02:15:00
26-Jan-2019,Boraman,CRC154428,CRC154428-1,BZ19/0040-M1 + J38/0032-M1,Take Rate - Low Flow Ban,0 l/s,15.3 l/s,-,21-Jan-2019 07:15:00,20-Jan-2019 22:30:00,21-Jan-2019 11:00:00
26-Jan-2019,Watermetrics,CRC153702,CRC153702-1,K37/0065-M1 + K37/2981-M1,Take Rate,85.0 l/s,91.7 l/s,7.80%,21-Jan-2019 11:45:00,18-Jan-2019 00:00:00,23-Jan-2019 10:15:00
26-Jan-2019,DataCol,CRC141305,CRC141305-1,M35/0451-M1,1 day Volume,1426.0 m3,1468.0 m3,2.90%,21-Jan-2019 00:00:00,21-Jan-2019 00:00:00,21-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC141019,CRC141019-1,M35/11231-M1,1 day Volume,1642.0 m3,1933.0 m3,17.70%,23-Jan-2019 00:00:00,22-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC110967,CRC110967-1,M33/0412-M1,Take Rate,1.1 l/s,1.2 l/s,7.60%,23-Jan-2019 01:00:00,18-Jan-2019 00:00:00,24-Jan-2019 18:30:00
26-Jan-2019,Watermetrics,CRC094313,CRC094313-1,M36/20463-M1 + M36/6006-M1 + M36/7815-M1,Take Rate,59.2 l/s,71.0 l/s,19.90%,18-Jan-2019 14:00:00,18-Jan-2019 13:15:00,21-Jan-2019 08:00:00
26-Jan-2019,,CRC091574,CRC091574-1,I37/0072-M1,Take Rate,40.0 l/s,42.0 l/s,4.90%,24-Jan-2019 03:30:00,24-Jan-2019 00:00:00,24-Jan-2019 06:15:00
26-Jan-2019,,CRC040185.2,CRC040185.2-1,K37/2372-M1,Take Rate,65.0 l/s,74.7 l/s,15.00%,18-Jan-2019 02:15:00,18-Jan-2019 02:00:00,19-Jan-2019 04:45:00
26-Jan-2019,WaterCheck,CRC040087.1,CRC040087.1-1,M33/0339-M1,Take Rate,5.0 l/s,18.1 l/s,261.90%,22-Jan-2019 21:30:00,16-Jan-2019 00:00:00,24-Jan-2019 23:45:00
26-Jan-2019,WaterCheck,CRC040087.1,CRC040087.1-1,M33/0339-M1,9 day Volume,2520.0 m3,11593.0 m3,360.00%,24-Jan-2019 00:00:00,17-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC032165.2,CRC032165.2-1,M36/7402-M1,Take Rate,92.0 l/s,92.9 l/s,1.00%,23-Jan-2019 19:45:00,23-Jan-2019 18:00:00,23-Jan-2019 21:00:00
26-Jan-2019,Watermetrics,CRC030680.2,CRC030680.2-1,L37/1554-M1,Take Rate,92.0 l/s,105.7 l/s,14.90%,18-Jan-2019 23:00:00,18-Jan-2019 21:30:00,18-Jan-2019 23:15:00
26-Jan-2019,Boraman,CRC030152.2,CRC030152.2-1,K37/1534-M1,Take Rate,85.0 l/s,85.8 l/s,1.00%,20-Jan-2019 22:15:00,18-Jan-2019 00:00:00,23-Jan-2019 18:00:00
26-Jan-2019,Boraman,CRC021009,CRC021009-1,I37/0015-M1,Take Rate,3.8 l/s,5.4 l/s,42.50%,18-Jan-2019 22:15:00,18-Jan-2019 21:45:00,24-Jan-2019 23:00:00
26-Jan-2019,Boraman,CRC012291,CRC012291-1,H39/0082-M1,Take Rate,23.4 l/s,41.5 l/s,77.70%,18-Jan-2019 12:15:00,18-Jan-2019 00:00:00,23-Jan-2019 11:45:00
26-Jan-2019,Loncel,CRC011473.3,CRC011473.3-1,J40/0638-M1,Take Rate,40.0 l/s,40.6 l/s,1.60%,23-Jan-2019 13:00:00,23-Jan-2019 11:15:00,25-Jan-2019 01:15:00
26-Jan-2019,WaterCheck,CRC010909.1,CRC010909.1-1,M36/1866-M1,Take Rate,20.0 l/s,27.0 l/s,34.80%,22-Jan-2019 14:15:00,20-Jan-2019 20:45:00,23-Jan-2019 07:00:00
26-Jan-2019,Watermetrics,CRC010121.2,CRC010121.2-1,BY21/0010-M1,Take Rate,20.0 l/s,22.4 l/s,11.80%,20-Jan-2019 08:15:00,18-Jan-2019 12:30:00,20-Jan-2019 11:30:00
26-Jan-2019,,CRC991999.2,CRC991999.2-1,K38/0088-M1 + K38/0270-M1 + K38/0424-M1 + K38/0824-M1 + K38/1085-M1 + K38/1086-M1,Take Rate,20.7 l/s,117.5 l/s,467.60%,24-Jan-2019 08:45:00,23-Jan-2019 09:00:00,24-Jan-2019 20:45:00
26-Jan-2019,Watermetrics,CRC991639,CRC991639-1,M35/10999-M1,Take Rate,32.0 l/s,44.9 l/s,40.20%,20-Jan-2019 16:30:00,20-Jan-2019 15:15:00,20-Jan-2019 19:15:00
26-Jan-2019,Boraman,CRC990851.6,CRC990851.6-1,L36/2067-M1 + L36/2067-M2,Take Rate - Low Flow Ban,0 l/s,333.8 l/s,-,16-Jan-2019 09:00:00,16-Jan-2019 08:00:00,20-Jan-2019 22:45:00
26-Jan-2019,ECS,CRC990426.2,CRC990426.2-1,J38/0253-M1,Take Rate - Low Flow Ban,0 l/s,26.3 l/s,-,24-Jan-2019 13:00:00,22-Jan-2019 10:15:00,24-Jan-2019 22:00:00
26-Jan-2019,Boraman,CRC981979.1,CRC981979.1-1,K37/0773-M1 + K37/0773-M2 + K37/1300-M1,Take Rate,80.0 l/s,81.7 l/s,2.10%,20-Jan-2019 17:30:00,20-Jan-2019 13:45:00,20-Jan-2019 21:30:00
26-Jan-2019,Boraman,CRC981559.3,CRC981559.3-1,L36/1228-M1,7 day Volume,1152.0 m3,1215.0 m3,5.50%,25-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC972160.2,CRC972160.2-1,M35/1166-M1,Take Rate,42.9 l/s,49.7 l/s,15.80%,18-Jan-2019 13:45:00,18-Jan-2019 13:30:00,24-Jan-2019 22:00:00
26-Jan-2019,DataCol,CRC970161,CRC970161-1,K38/1969-M1,Take Rate,30.0 l/s,44.4 l/s,48.10%,17-Jan-2019 14:15:00,11-Jan-2019 00:00:00,20-Jan-2019 10:45:00
26-Jan-2019,DataCol,CRC970161,CRC970161-1,K38/1969-M1,14 day Volume,21384.0 m3,22554.0 m3,5.50%,20-Jan-2019 00:00:00,19-Jan-2019 00:00:00,20-Jan-2019 00:00:00
26-Jan-2019,WaterCheck,CRC960759.1,CRC960759.1-1,L36/1094-M1,Take Rate,6.3 l/s,10.2 l/s,62.70%,23-Jan-2019 08:45:00,18-Jan-2019 10:45:00,24-Jan-2019 11:45:00
26-Jan-2019,WaterCheck,CRC960759.1,CRC960759.1-1,L36/1094-M1,1 day Volume,499.0 m3,677.9 m3,35.90%,22-Jan-2019 00:00:00,20-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC960627.1,CRC960627.1-1,M36/5034-M1,Take Rate,11.4 l/s,11.8 l/s,3.60%,20-Jan-2019 18:15:00,20-Jan-2019 17:45:00,20-Jan-2019 20:00:00
26-Jan-2019,WaterCheck,CRC952706.2,CRC952706.2-1,M35/7239-M1,Take Rate,10.3 l/s,12.7 l/s,22.80%,22-Jan-2019 18:45:00,22-Jan-2019 18:30:00,23-Jan-2019 15:15:00
26-Jan-2019,WaterCheck,CRC950174,CRC950174-1,L36/0895-M1,Take Rate,30.0 l/s,34.1 l/s,13.80%,12-Jan-2019 19:45:00,11-Jan-2019 16:00:00,24-Jan-2019 21:00:00
26-Jan-2019,WaterCheck,CRC950174,CRC950174-1,L36/0895-M1,14 day Volume,7560.0 m3,33804.0 m3,347.10%,18-Jan-2019 00:00:00,12-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC181489,CRC181489-1,K37/1502-M1,Take Rate,50.0 l/s,52.9 l/s,5.80%,12-Jan-2019 07:00:00,12-Jan-2019 06:45:00,18-Jan-2019 16:00:00
26-Jan-2019,Boraman,CRC180510,CRC180510-1,I40/0558-M1,Take Rate,40.0 l/s,40.3 l/s,0.70%,20-Jan-2019 02:30:00,20-Jan-2019 01:00:00,20-Jan-2019 03:30:00
26-Jan-2019,WaterCheck,CRC174779,CRC174779-1,L35/0832-M1,Take Rate,50.0 l/s,74.4 l/s,48.90%,19-Jan-2019 18:45:00,18-Jan-2019 01:00:00,24-Jan-2019 23:30:00
26-Jan-2019,WaterCheck,CRC174779,CRC174779-1,L35/0832-M1,1 day Volume,4230.0 m3,4585.0 m3,8.40%,24-Jan-2019 00:00:00,21-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC173811,CRC173811-1,M35/0242-M1,Take Rate,10.4 l/s,11.9 l/s,14.90%,24-Jan-2019 22:15:00,24-Jan-2019 22:00:00,24-Jan-2019 23:00:00
26-Jan-2019,DataCol,CRC172667,CRC172667-1,M36/4896-M1,Take Rate,9.0 l/s,9.3 l/s,3.40%,13-Jan-2019 07:45:00,13-Jan-2019 07:30:00,13-Jan-2019 15:00:00
26-Jan-2019,WaterCheck,CRC172458,CRC172458-1,BU25/5014-M1,Take Rate,60.0 l/s,63.1 l/s,5.10%,22-Jan-2019 18:45:00,22-Jan-2019 17:45:00,22-Jan-2019 19:15:00
26-Jan-2019,DataCol,CRC172249,CRC172249-1,M35/18544-M1,7 day Volume,864.0 m3,1077.0 m3,24.70%,24-Jan-2019 00:00:00,22-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC167293,CRC167293-1,I37/0065-M1,Take Rate - Low Flow Ban,0 l/s,17.6 l/s,-,23-Jan-2019 08:15:00,18-Jan-2019 00:00:00,24-Jan-2019 12:30:00
26-Jan-2019,,CRC165319,CRC165319-1,K37/3047-M1,Take Rate,385.0 l/s,767.5 l/s,99.40%,12-Sep-2017 15:30:00,12-Dec-2012 15:00:00,09-May-2018 16:00:00
26-Jan-2019,Watermetrics,CRC164527,CRC164527-2,BU25/5035-M1,Take Rate,68.0 l/s,90.0 l/s,32.40%,23-Jan-2019 14:15:00,18-Jan-2019 15:15:00,25-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC160446,CRC160446-1,K37/2740-M1,Take Rate,45.0 l/s,45.6 l/s,1.20%,20-Jan-2019 11:45:00,20-Jan-2019 10:15:00,25-Jan-2019 00:00:00
26-Jan-2019,Boraman,CRC160259,CRC160259-1,BY22/0015-M1 + BY22/0018-M1 + BY22/0019-M1 + BY22/0019-M2 + BY22/0019-M3 + L37/0485-M1 + L37/0487-M1 + L37/1410-M1,Take Rate - Low Flow Ban,0 l/s,206.9 l/s,-,19-Jan-2019 17:00:00,18-Jan-2019 13:45:00,20-Jan-2019 22:45:00
26-Jan-2019,Watermetrics,CRC158152,CRC158152-4,K36/0921-M1,1 day Volume,786.0 m3,1236.0 m3,57.30%,19-Jan-2019 00:00:00,19-Jan-2019 00:00:00,24-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC155507,CRC155507-1,K37/2281-M1,Take Rate,61.0 l/s,69.6 l/s,14.10%,21-Jan-2019 18:45:00,21-Jan-2019 10:00:00,24-Jan-2019 18:30:00
26-Jan-2019,Watermetrics,CRC153538,CRC153538-1,N32/0303-M1,Take Rate,69.0 l/s,242.5 l/s,251.40%,21-Jan-2019 02:30:00,18-Jan-2019 04:30:00,24-Jan-2019 06:00:00
26-Jan-2019,Loncel,CRC152328,CRC152328-1,I40/0586-M1,Take Rate,56.0 l/s,73.3 l/s,31.00%,20-Jan-2019 13:15:00,18-Jan-2019 05:45:00,25-Jan-2019 07:30:00
26-Jan-2019,Loncel,CRC152328,CRC152328-1,I40/0586-M1,10 day Volume,4838.0 m3,41413.0 m3,756.00%,25-Jan-2019 00:00:00,16-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC150942,CRC150942-1,K36/0958-M1 + L36/2400-M1,Take Rate,280.0 l/s,18772.6 l/s,6604.50%,22-Jan-2019 22:00:00,18-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,DataCol,CRC150942,CRC150942-1,K36/0958-M1 + L36/2400-M1,1 day Volume,24192.0 m3,1439906.0 m3,5852.00%,23-Jan-2019 00:00:00,19-Jan-2019 00:00:00,25-Jan-2019 00:00:00
26-Jan-2019,Watermetrics,CRC150854,CRC150854-1,K38/0745-M1 + K38/0746-M1,Take Rate,52.0 l/s,115.3 l/s,121.70%,19-Jan-2019 23:00:00,18-Jan-2019 00:00:00,24-Jan-2019 23:15:00
26-Jan-2019,DataCol,CRC150205,CRC150205-1,K37/0998-M1 + K37/2283-M1 + K37/2569-M1 + K37/2570-M1,Take Rate,125.0 l/s,138.8 l/s,11.00%,24-Jan-2019 06:15:00,23-Jan-2019 12:45:00,24-Jan-2019 21:45:00
26-Jan-2019,WaterCheck,CRC141933,CRC141933-1,BX22/0027-M1,Take Rate,40.0 l/s,43.2 l/s,8.00%,10-Jan-2019 00:00:00,10-Jan-2019 00:00:00,24-Jan-2019 11:15:00
