ID,ConsentID or Water Group,IgnoreReasonID,Comment,CreatedBy,StartDate,EndDate
253,CRC010827,Associated Permits Confirmed,Bulk Import 25/01/271,CH\KatieSi,25/01/2019,30/06/2019
254,CRC010829.3,Associated Permits Confirmed,Bulk Import 25/01/272,CH\KatieSi,25/01/2019,30/06/2019
255,CRC010843,Associated Permits Confirmed,Bulk Import 25/01/273,CH\KatieSi,25/01/2019,30/06/2019
256,CRC010847,Under 5l/s,Bulk Import 25/01/274,CH\KatieSi,25/01/2019,30/06/2019
257,CRC010848,Under 5l/s,Bulk Import 25/01/275,CH\KatieSi,25/01/2019,30/06/2019
258,CRC010852.2,Complicated Allocation,Bulk Import 25/01/276,CH\KatieSi,25/01/2019,30/06/2019
259,CRC010867.1,Under 5l/s,Bulk Import 25/01/277,CH\KatieSi,25/01/2019,30/06/2019
260,CRC010868.2,Consents with Associated WAPS,Bulk Import 25/01/278,CH\KatieSi,25/01/2019,30/06/2019
261,CRC010875,Consents with Associated WAPS,Bulk Import 25/01/279,CH\KatieSi,25/01/2019,30/06/2019
262,CRC010883,Under 5l/s,Bulk Import 25/01/280,CH\KatieSi,25/01/2019,30/06/2019
263,CRC010889,Regionally Significant,Bulk Import 25/01/281,CH\KatieSi,25/01/2019,30/06/2019
264,CRC010891.1,Regionally Significant,Bulk Import 25/01/282,CH\KatieSi,25/01/2019,30/06/2019
265,CRC010893.1,Consents with Associated WAPS,Bulk Import 25/01/283,CH\KatieSi,25/01/2019,30/06/2019
266,CRC010894.1,Regionally Significant,Bulk Import 25/01/284,CH\KatieSi,25/01/2019,30/06/2019
267,CRC010895.1,Regionally Significant,Bulk Import 25/01/285,CH\KatieSi,25/01/2019,30/06/2019
268,CRC010896.2,Under 5l/s,Bulk Import 25/01/286,CH\KatieSi,25/01/2019,30/06/2019
269,CRC010898,Under 5l/s,Bulk Import 25/01/287,CH\KatieSi,25/01/2019,30/06/2019
270,CRC010900,Regionally Significant,Bulk Import 25/01/288,CH\KatieSi,25/01/2019,30/06/2019
271,CRC010903,Consents with Associated WAPS,Bulk Import 25/01/289,CH\KatieSi,25/01/2019,30/06/2019
272,CRC010904,Regionally Significant,Bulk Import 25/01/290,CH\KatieSi,25/01/2019,30/06/2019
273,CRC010905,Regionally Significant,Bulk Import 25/01/291,CH\KatieSi,25/01/2019,30/06/2019
274,CRC010909.1,Consents with Associated WAPS,Bulk Import 25/01/292,CH\KatieSi,25/01/2019,30/06/2019
275,CRC010914,Associated Permits Assumed,Bulk Import 25/01/293,CH\KatieSi,25/01/2019,30/06/2019
276,CRC010955,Under 5l/s,Bulk Import 25/01/294,CH\KatieSi,25/01/2019,30/06/2019
277,CRC010975,Associated Permits Confirmed,Bulk Import 25/01/295,CH\KatieSi,25/01/2019,30/06/2019
278,CRC010983,Associated Permits Confirmed,Bulk Import 25/01/296,CH\KatieSi,25/01/2019,30/06/2019
279,CRC010985.2,Associated Permits Confirmed,Bulk Import 25/01/297,CH\KatieSi,25/01/2019,30/06/2019
280,CRC010997,Associated Permits Confirmed,Bulk Import 25/01/298,CH\KatieSi,25/01/2019,30/06/2019
281,CRC011000.2,Under 5l/s,Bulk Import 25/01/299,CH\KatieSi,25/01/2019,30/06/2019
282,CRC011001.1,Consents with Associated WAPS,Bulk Import 25/01/300,CH\KatieSi,25/01/2019,30/06/2019
283,CRC011024,Associated Permits Confirmed,Bulk Import 25/01/301,CH\KatieSi,25/01/2019,30/06/2019
284,CRC011027,Associated Permits Confirmed,Bulk Import 25/01/302,CH\KatieSi,25/01/2019,30/06/2019
285,CRC011030.1,Under 5l/s,Bulk Import 25/01/303,CH\KatieSi,25/01/2019,30/06/2019
286,CRC011075.3,Associated Permits Confirmed,Bulk Import 25/01/304,CH\KatieSi,25/01/2019,30/06/2019
287,CRC011081.2,Associated Permits Confirmed,Bulk Import 25/01/305,CH\KatieSi,25/01/2019,30/06/2019
288,CRC011086.1,Consents with Associated WAPS,Bulk Import 25/01/306,CH\KatieSi,25/01/2019,30/06/2019
289,CRC011095,Under 5l/s,Bulk Import 25/01/307,CH\KatieSi,25/01/2019,30/06/2019
290,CRC011116,Under 5l/s,Bulk Import 25/01/308,CH\KatieSi,25/01/2019,30/06/2019
291,CRC011120,Associated Permits Confirmed,Bulk Import 25/01/309,CH\KatieSi,25/01/2019,30/06/2019
292,CRC011121.1,Under 5l/s,Bulk Import 25/01/310,CH\KatieSi,25/01/2019,30/06/2019
293,CRC011148.9,Associated Permits Confirmed,Bulk Import 25/01/311,CH\KatieSi,25/01/2019,30/06/2019
294,CRC011149,Associated Permits Confirmed,Bulk Import 25/01/312,CH\KatieSi,25/01/2019,30/06/2019
295,CRC011165,Associated Permits Confirmed,Bulk Import 25/01/313,CH\KatieSi,25/01/2019,30/06/2019
296,CRC011176,Under 5l/s,Bulk Import 25/01/314,CH\KatieSi,25/01/2019,30/06/2019
297,CRC011191.1,Associated Permits Confirmed,Bulk Import 25/01/315,CH\KatieSi,25/01/2019,30/06/2019
298,CRC011201,Under 5l/s,Bulk Import 25/01/316,CH\KatieSi,25/01/2019,30/06/2019
299,CRC011202,Complicated Allocation,Bulk Import 25/01/317,CH\KatieSi,25/01/2019,30/06/2019
300,CRC011220,Associated Permits Assumed,Bulk Import 25/01/318,CH\KatieSi,25/01/2019,30/06/2019
301,CRC011245,Regionally Significant,Bulk Import 25/01/319,CH\KatieSi,25/01/2019,30/06/2019
302,CRC011267.1,Associated Permits Confirmed,Bulk Import 25/01/320,CH\KatieSi,25/01/2019,30/06/2019
303,CRC011324,Under 5l/s,Bulk Import 25/01/321,CH\KatieSi,25/01/2019,30/06/2019
304,CRC011326,Associated Permits Confirmed,Bulk Import 25/01/322,CH\KatieSi,25/01/2019,30/06/2019
305,CRC011331.1,Under 5l/s,Bulk Import 25/01/323,CH\KatieSi,25/01/2019,30/06/2019
306,CRC011343,Consents with Associated WAPS,Bulk Import 25/01/324,CH\KatieSi,25/01/2019,30/06/2019
307,CRC011354.2,Complicated Allocation,Bulk Import 25/01/325,CH\KatieSi,25/01/2019,30/06/2019
308,CRC011394.1,Under 5l/s,Bulk Import 25/01/326,CH\KatieSi,25/01/2019,30/06/2019
309,CRC011399,Regionally Significant,Bulk Import 25/01/327,CH\KatieSi,25/01/2019,30/06/2019
310,CRC011425.2,Consents with Associated WAPS,Bulk Import 25/01/328,CH\KatieSi,25/01/2019,30/06/2019
311,CRC011438,Regionally Significant,Bulk Import 25/01/329,CH\KatieSi,25/01/2019,30/06/2019
312,CRC011448.1,Consents with Associated WAPS,Bulk Import 25/01/330,CH\KatieSi,25/01/2019,30/06/2019
313,CRC011465.2,Consents with Associated WAPS,Bulk Import 25/01/331,CH\KatieSi,25/01/2019,30/06/2019
314,CRC011473.3,Associated Permits Confirmed,Bulk Import 25/01/332,CH\KatieSi,25/01/2019,30/06/2019
315,CRC011499,Under 5l/s,Bulk Import 25/01/333,CH\KatieSi,25/01/2019,30/06/2019
316,CRC011505,Under 5l/s,Bulk Import 25/01/334,CH\KatieSi,25/01/2019,30/06/2019
317,CRC011510.3,Associated Permits Confirmed,Bulk Import 25/01/335,CH\KatieSi,25/01/2019,30/06/2019
318,CRC011518,Under 5l/s,Bulk Import 25/01/336,CH\KatieSi,25/01/2019,30/06/2019
319,CRC011520,Associated Permits Assumed,Bulk Import 25/01/337,CH\KatieSi,25/01/2019,30/06/2019
320,CRC011521,Associated Permits Confirmed,Bulk Import 25/01/338,CH\KatieSi,25/01/2019,30/06/2019
321,CRC011548.1,Consents with Associated WAPS,Bulk Import 25/01/339,CH\KatieSi,25/01/2019,30/06/2019
322,CRC011550,Consents with Associated WAPS,Bulk Import 25/01/340,CH\KatieSi,25/01/2019,30/06/2019
323,CRC011552.2,Under 5l/s,Bulk Import 25/01/341,CH\KatieSi,25/01/2019,30/06/2019
324,CRC011554,Regionally Significant,Bulk Import 25/01/342,CH\KatieSi,25/01/2019,30/06/2019
325,CRC011570,Under 5l/s,Bulk Import 25/01/343,CH\KatieSi,25/01/2019,30/06/2019
326,CRC011602.1,Associated Permits Confirmed,Bulk Import 25/01/344,CH\KatieSi,25/01/2019,30/06/2019
327,CRC011617.1,Associated Permits Confirmed,Bulk Import 25/01/345,CH\KatieSi,25/01/2019,30/06/2019
328,CRC011660.3,Complicated Allocation,Bulk Import 25/01/346,CH\KatieSi,25/01/2019,30/06/2019
329,CRC011674.1,Associated Permits Confirmed,Bulk Import 25/01/347,CH\KatieSi,25/01/2019,30/06/2019
330,CRC011678,Regionally Significant,Bulk Import 25/01/348,CH\KatieSi,25/01/2019,30/06/2019
331,CRC011692,Under 5l/s,Bulk Import 25/01/349,CH\KatieSi,25/01/2019,30/06/2019
332,CRC011694,Complicated Allocation,Bulk Import 25/01/350,CH\KatieSi,25/01/2019,30/06/2019
333,CRC011716,Associated Permits Assumed,Bulk Import 25/01/351,CH\KatieSi,25/01/2019,30/06/2019
334,CRC011718.1,Associated Permits Confirmed,Bulk Import 25/01/352,CH\KatieSi,25/01/2019,30/06/2019
335,CRC011719,Under 5l/s,Bulk Import 25/01/353,CH\KatieSi,25/01/2019,30/06/2019
336,CRC011721.1,Complicated Allocation,Bulk Import 25/01/354,CH\KatieSi,25/01/2019,30/06/2019
337,CRC011742.2,Under 5l/s,Bulk Import 25/01/355,CH\KatieSi,25/01/2019,30/06/2019
338,CRC011743.1,Consents with Associated WAPS,Bulk Import 25/01/356,CH\KatieSi,25/01/2019,30/06/2019
339,CRC011748,Under 5l/s,Bulk Import 25/01/357,CH\KatieSi,25/01/2019,30/06/2019
340,CRC011751.2,Associated Permits Confirmed,Bulk Import 25/01/358,CH\KatieSi,25/01/2019,30/06/2019
341,CRC011780.3,Consents with Associated WAPS,Bulk Import 25/01/359,CH\KatieSi,25/01/2019,30/06/2019
342,CRC011795,Under 5l/s,Bulk Import 25/01/360,CH\KatieSi,25/01/2019,30/06/2019
343,CRC011801,Regionally Significant,Bulk Import 25/01/361,CH\KatieSi,25/01/2019,30/06/2019
344,CRC011810.1,Under 5l/s,Bulk Import 25/01/362,CH\KatieSi,25/01/2019,30/06/2019
345,CRC011812.5,Under 5l/s,Bulk Import 25/01/363,CH\KatieSi,25/01/2019,30/06/2019
346,CRC011818,Regionally Significant,Bulk Import 25/01/364,CH\KatieSi,25/01/2019,30/06/2019
347,CRC011820.3,Under 5l/s,Bulk Import 25/01/365,CH\KatieSi,25/01/2019,30/06/2019
348,CRC011830.1,Under 5l/s,Bulk Import 25/01/366,CH\KatieSi,25/01/2019,30/06/2019
349,CRC011840.1,Consents with Associated WAPS,Bulk Import 25/01/367,CH\KatieSi,25/01/2019,30/06/2019
350,CRC011842.3,Consents with Associated WAPS,Bulk Import 25/01/368,CH\KatieSi,25/01/2019,30/06/2019
351,CRC011869.2,Consents with Associated WAPS,Bulk Import 25/01/369,CH\KatieSi,25/01/2019,30/06/2019
352,CRC011889.2,Under 5l/s,Bulk Import 25/01/370,CH\KatieSi,25/01/2019,30/06/2019
353,CRC011907,Under 5l/s,Bulk Import 25/01/371,CH\KatieSi,25/01/2019,30/06/2019
354,CRC011913,Consents with Associated WAPS,Bulk Import 25/01/372,CH\KatieSi,25/01/2019,30/06/2019
355,CRC011915,Associated Permits Assumed,Bulk Import 25/01/373,CH\KatieSi,25/01/2019,30/06/2019
356,CRC011923,Regionally Significant,Bulk Import 25/01/374,CH\KatieSi,25/01/2019,30/06/2019
357,CRC011928,Under 5l/s,Bulk Import 25/01/375,CH\KatieSi,25/01/2019,30/06/2019
358,CRC011935.2,Complicated Allocation,Bulk Import 25/01/376,CH\KatieSi,25/01/2019,30/06/2019
359,CRC011937,Associated Permits Confirmed,Bulk Import 25/01/377,CH\KatieSi,25/01/2019,30/06/2019
360,CRC011938,Under 5l/s,Bulk Import 25/01/378,CH\KatieSi,25/01/2019,30/06/2019
361,CRC011940,Consents with Associated WAPS,Bulk Import 25/01/379,CH\KatieSi,25/01/2019,30/06/2019
362,CRC011984,Under 5l/s,Bulk Import 25/01/380,CH\KatieSi,25/01/2019,30/06/2019
363,CRC011986.1,Under 5l/s,Bulk Import 25/01/381,CH\KatieSi,25/01/2019,30/06/2019
364,CRC011989,Regionally Significant,Bulk Import 25/01/382,CH\KatieSi,25/01/2019,30/06/2019
365,CRC011996,Regionally Significant,Bulk Import 25/01/383,CH\KatieSi,25/01/2019,30/06/2019
366,CRC011997,Regionally Significant,Bulk Import 25/01/384,CH\KatieSi,25/01/2019,30/06/2019
367,CRC011998,Regionally Significant,Bulk Import 25/01/385,CH\KatieSi,25/01/2019,30/06/2019
368,CRC011999,Regionally Significant,Bulk Import 25/01/386,CH\KatieSi,25/01/2019,30/06/2019
369,CRC012006,Regionally Significant,Bulk Import 25/01/387,CH\KatieSi,25/01/2019,30/06/2019
370,CRC012020,Associated Permits Assumed,Bulk Import 25/01/388,CH\KatieSi,25/01/2019,30/06/2019
371,CRC012022.1,Complicated Allocation,Bulk Import 25/01/389,CH\KatieSi,25/01/2019,30/06/2019
372,CRC012043,Consents with Associated WAPS,Bulk Import 25/01/390,CH\KatieSi,25/01/2019,30/06/2019
373,CRC012048,Associated Permits Confirmed,Bulk Import 25/01/391,CH\KatieSi,25/01/2019,30/06/2019
374,CRC012050.3,Consents with Associated WAPS,Bulk Import 25/01/392,CH\KatieSi,25/01/2019,30/06/2019
375,CRC012054,Under 5l/s,Bulk Import 25/01/393,CH\KatieSi,25/01/2019,30/06/2019
376,CRC012055,Consents with Associated WAPS,Bulk Import 25/01/394,CH\KatieSi,25/01/2019,30/06/2019
377,CRC012056,Under 5l/s,Bulk Import 25/01/395,CH\KatieSi,25/01/2019,30/06/2019
378,CRC012062,Under 5l/s,Bulk Import 25/01/396,CH\KatieSi,25/01/2019,30/06/2019
379,CRC012064,Regionally Significant,Bulk Import 25/01/397,CH\KatieSi,25/01/2019,30/06/2019
380,CRC012084,Regionally Significant,Bulk Import 25/01/398,CH\KatieSi,25/01/2019,30/06/2019
381,CRC012089,Complicated Allocation,Bulk Import 25/01/399,CH\KatieSi,25/01/2019,30/06/2019
382,CRC012098.2,Consents with Associated WAPS,Bulk Import 25/01/400,CH\KatieSi,25/01/2019,30/06/2019
383,CRC012100.2,Consents with Associated WAPS,Bulk Import 25/01/401,CH\KatieSi,25/01/2019,30/06/2019
384,CRC012130.1,Consents with Associated WAPS,Bulk Import 25/01/402,CH\KatieSi,25/01/2019,30/06/2019
385,CRC012135.1,Complicated Allocation,Bulk Import 25/01/403,CH\KatieSi,25/01/2019,30/06/2019
386,CRC012155,Consents with Associated WAPS,Bulk Import 25/01/404,CH\KatieSi,25/01/2019,30/06/2019
387,CRC012156,Consents with Associated WAPS,Bulk Import 25/01/405,CH\KatieSi,25/01/2019,30/06/2019
388,CRC012163,Consents with Associated WAPS,Bulk Import 25/01/406,CH\KatieSi,25/01/2019,30/06/2019
389,CRC012165,Under 5l/s,Bulk Import 25/01/407,CH\KatieSi,25/01/2019,30/06/2019
390,CRC012171.1,Associated Permits Confirmed,Bulk Import 25/01/408,CH\KatieSi,25/01/2019,30/06/2019
391,CRC012183,Consents with Associated WAPS,Bulk Import 25/01/409,CH\KatieSi,25/01/2019,30/06/2019
392,CRC012193,Under 5l/s,Bulk Import 25/01/410,CH\KatieSi,25/01/2019,30/06/2019
393,CRC012223.1,Consents with Associated WAPS,Bulk Import 25/01/411,CH\KatieSi,25/01/2019,30/06/2019
394,CRC012233.2,Complicated Allocation,Bulk Import 25/01/412,CH\KatieSi,25/01/2019,30/06/2019
395,CRC012239,Regionally Significant,Bulk Import 25/01/413,CH\KatieSi,25/01/2019,30/06/2019
396,CRC012279,Under 5l/s,Bulk Import 25/01/414,CH\KatieSi,25/01/2019,30/06/2019
397,CRC012337,Consents with Associated WAPS,Bulk Import 25/01/415,CH\KatieSi,25/01/2019,30/06/2019
398,CRC012360.2,Associated Permits Assumed,Bulk Import 25/01/416,CH\KatieSi,25/01/2019,30/06/2019
399,CRC012372.2,Consents with Associated WAPS,Bulk Import 25/01/417,CH\KatieSi,25/01/2019,30/06/2019
400,CRC012471.1,Consents with Associated WAPS,Bulk Import 25/01/418,CH\KatieSi,25/01/2019,30/06/2019
401,CRC012482.1,Complicated Allocation,Bulk Import 25/01/419,CH\KatieSi,25/01/2019,30/06/2019
402,CRC012487.6,Regionally Significant,Bulk Import 25/01/420,CH\KatieSi,25/01/2019,30/06/2019
403,CRC012493.1,Consents with Associated WAPS,Bulk Import 25/01/421,CH\KatieSi,25/01/2019,30/06/2019
404,CRC012514.1,Consents with Associated WAPS,Bulk Import 25/01/422,CH\KatieSi,25/01/2019,30/06/2019
405,CRC012515,Under 5l/s,Bulk Import 25/01/423,CH\KatieSi,25/01/2019,30/06/2019
406,CRC012560,Associated Permits Assumed,Bulk Import 25/01/424,CH\KatieSi,25/01/2019,30/06/2019
407,CRC012612,Associated Permits Confirmed,Bulk Import 25/01/425,CH\KatieSi,25/01/2019,30/06/2019
408,CRC012644.3,Consents with Associated WAPS,Bulk Import 25/01/426,CH\KatieSi,25/01/2019,30/06/2019
409,CRC012648.1,Associated Permits Confirmed,Bulk Import 25/01/427,CH\KatieSi,25/01/2019,30/06/2019
410,CRC012653.4,Complicated Allocation,Bulk Import 25/01/428,CH\KatieSi,25/01/2019,30/06/2019
411,CRC012685.1,Complicated Allocation,Bulk Import 25/01/429,CH\KatieSi,25/01/2019,30/06/2019
412,CRC012761,Under 5l/s,Bulk Import 25/01/430,CH\KatieSi,25/01/2019,30/06/2019
413,CRC012765.3,Under 5l/s,Bulk Import 25/01/431,CH\KatieSi,25/01/2019,30/06/2019
414,CRC012789.1,Under 5l/s,Bulk Import 25/01/432,CH\KatieSi,25/01/2019,30/06/2019
415,CRC012812,Consents with Associated WAPS,Bulk Import 25/01/433,CH\KatieSi,25/01/2019,30/06/2019
416,CRC012826.2,Consents with Associated WAPS,Bulk Import 25/01/434,CH\KatieSi,25/01/2019,30/06/2019
417,CRC012876,Regionally Significant,Bulk Import 25/01/435,CH\KatieSi,25/01/2019,30/06/2019
418,CRC012902,Consents with Associated WAPS,Bulk Import 25/01/436,CH\KatieSi,25/01/2019,30/06/2019
419,CRC020061,Under 5l/s,Bulk Import 25/01/437,CH\KatieSi,25/01/2019,30/06/2019
420,CRC020085.4,Complicated Allocation,Bulk Import 25/01/438,CH\KatieSi,25/01/2019,30/06/2019
421,CRC020122,Regionally Significant,Bulk Import 25/01/439,CH\KatieSi,25/01/2019,30/06/2019
422,CRC020124.1,Regionally Significant,Bulk Import 25/01/440,CH\KatieSi,25/01/2019,30/06/2019
423,CRC020143.2,Under 5l/s,Bulk Import 25/01/441,CH\KatieSi,25/01/2019,30/06/2019
424,CRC020146.2,Consents with Associated WAPS,Bulk Import 25/01/442,CH\KatieSi,25/01/2019,30/06/2019
425,CRC020170,Under 5l/s,Bulk Import 25/01/443,CH\KatieSi,25/01/2019,30/06/2019
426,CRC020199.1,Associated Permits Assumed,Bulk Import 25/01/444,CH\KatieSi,25/01/2019,30/06/2019
427,CRC020256.1,Consents with Associated WAPS,Bulk Import 25/01/445,CH\KatieSi,25/01/2019,30/06/2019
428,CRC020298,Under 5l/s,Bulk Import 25/01/446,CH\KatieSi,25/01/2019,30/06/2019
429,CRC020321.2,Complicated Allocation,Bulk Import 25/01/447,CH\KatieSi,25/01/2019,30/06/2019
430,CRC020340,Regionally Significant,Bulk Import 25/01/448,CH\KatieSi,25/01/2019,30/06/2019
431,CRC020347,Consents with Associated WAPS,Bulk Import 25/01/449,CH\KatieSi,25/01/2019,30/06/2019
432,CRC020351.1,Under 5l/s,Bulk Import 25/01/450,CH\KatieSi,25/01/2019,30/06/2019
433,CRC020358,Regionally Significant,Bulk Import 25/01/451,CH\KatieSi,25/01/2019,30/06/2019
434,CRC020359,Under 5l/s,Bulk Import 25/01/452,CH\KatieSi,25/01/2019,30/06/2019
435,CRC020375,Associated Permits Confirmed,Bulk Import 25/01/453,CH\KatieSi,25/01/2019,30/06/2019
436,CRC020403.1,Associated Permits Assumed,Bulk Import 25/01/454,CH\KatieSi,25/01/2019,30/06/2019
437,CRC020440,Under 5l/s,Bulk Import 25/01/455,CH\KatieSi,25/01/2019,30/06/2019
438,CRC020443,Associated Permits Confirmed,Bulk Import 25/01/456,CH\KatieSi,25/01/2019,30/06/2019
439,CRC020452.1,Under 5l/s,Bulk Import 25/01/457,CH\KatieSi,25/01/2019,30/06/2019
440,CRC020463,Complicated Allocation,Bulk Import 25/01/458,CH\KatieSi,25/01/2019,30/06/2019
441,CRC020469.3,Associated Permits Confirmed,Bulk Import 25/01/459,CH\KatieSi,25/01/2019,30/06/2019
442,CRC020492A.1,Associated Permits Confirmed,Bulk Import 25/01/460,CH\KatieSi,25/01/2019,30/06/2019
443,CRC020492B.1,Complicated Allocation,Bulk Import 25/01/461,CH\KatieSi,25/01/2019,30/06/2019
444,CRC020518.1,Consents with Associated WAPS,Bulk Import 25/01/462,CH\KatieSi,25/01/2019,30/06/2019
445,CRC020565.1,Under 5l/s,Bulk Import 25/01/463,CH\KatieSi,25/01/2019,30/06/2019
446,CRC020584,Complicated Allocation,Bulk Import 25/01/464,CH\KatieSi,25/01/2019,30/06/2019
447,CRC020587,Consents with Associated WAPS,Bulk Import 25/01/465,CH\KatieSi,25/01/2019,30/06/2019
448,CRC020588,Under 5l/s,Bulk Import 25/01/466,CH\KatieSi,25/01/2019,30/06/2019
449,CRC020639,Regionally Significant,Bulk Import 25/01/467,CH\KatieSi,25/01/2019,30/06/2019
450,CRC020640.2,Associated Permits Assumed,Bulk Import 25/01/468,CH\KatieSi,25/01/2019,30/06/2019
451,CRC020651,Under 5l/s,Bulk Import 25/01/469,CH\KatieSi,25/01/2019,30/06/2019
452,CRC020653.3,Consents with Associated WAPS,Bulk Import 25/01/470,CH\KatieSi,25/01/2019,30/06/2019
453,CRC020654.1,Consents with Associated WAPS,Bulk Import 25/01/471,CH\KatieSi,25/01/2019,30/06/2019
454,CRC020670,Associated Permits Assumed,Bulk Import 25/01/472,CH\KatieSi,25/01/2019,30/06/2019
455,CRC020694.3,Under 5l/s,Bulk Import 25/01/473,CH\KatieSi,25/01/2019,30/06/2019
456,CRC020727.2,Complicated Allocation,Bulk Import 25/01/474,CH\KatieSi,25/01/2019,30/06/2019
457,CRC020744.1,Associated Permits Confirmed,Bulk Import 25/01/475,CH\KatieSi,25/01/2019,30/06/2019
458,CRC020783,Under 5l/s,Bulk Import 25/01/476,CH\KatieSi,25/01/2019,30/06/2019
459,CRC020791,Under 5l/s,Bulk Import 25/01/477,CH\KatieSi,25/01/2019,30/06/2019
460,CRC020807.2,Under 5l/s,Bulk Import 25/01/478,CH\KatieSi,25/01/2019,30/06/2019
461,CRC020838,Associated Permits Confirmed,Bulk Import 25/01/479,CH\KatieSi,25/01/2019,30/06/2019
462,CRC020873.1,Associated Permits Confirmed,Bulk Import 25/01/480,CH\KatieSi,25/01/2019,30/06/2019
463,CRC020877.2,Associated Permits Assumed,Bulk Import 25/01/481,CH\KatieSi,25/01/2019,30/06/2019
464,CRC020951.2,Consents with Associated WAPS,Bulk Import 25/01/482,CH\KatieSi,25/01/2019,30/06/2019
465,CRC020972.5,Complicated Allocation,Bulk Import 25/01/483,CH\KatieSi,25/01/2019,30/06/2019
466,CRC020973.1,Under 5l/s,Bulk Import 25/01/484,CH\KatieSi,25/01/2019,30/06/2019
467,CRC020986,Under 5l/s,Bulk Import 25/01/485,CH\KatieSi,25/01/2019,30/06/2019
468,CRC020987,Under 5l/s,Bulk Import 25/01/486,CH\KatieSi,25/01/2019,30/06/2019
469,CRC021009,Under 5l/s,Bulk Import 25/01/487,CH\KatieSi,25/01/2019,30/06/2019
470,CRC021023.1,Under 5l/s,Bulk Import 25/01/488,CH\KatieSi,25/01/2019,30/06/2019
471,CRC021028.1,Consents with Associated WAPS,Bulk Import 25/01/489,CH\KatieSi,25/01/2019,30/06/2019
472,CRC021057.1,Complicated Allocation,Bulk Import 25/01/490,CH\KatieSi,25/01/2019,30/06/2019
473,CRC021106.1,Under 5l/s,Bulk Import 25/01/491,CH\KatieSi,25/01/2019,30/06/2019
474,CRC021157.2,Regionally Significant,Bulk Import 25/01/492,CH\KatieSi,25/01/2019,30/06/2019
475,CRC021162,Associated Permits Confirmed,Bulk Import 25/01/493,CH\KatieSi,25/01/2019,30/06/2019
476,CRC021176,Complicated Allocation,Bulk Import 25/01/494,CH\KatieSi,25/01/2019,30/06/2019
477,CRC021195,Consents with Associated WAPS,Bulk Import 25/01/495,CH\KatieSi,25/01/2019,30/06/2019
478,CRC021197,Associated Permits Confirmed,Bulk Import 25/01/496,CH\KatieSi,25/01/2019,30/06/2019
479,CRC021200,Consents with Associated WAPS,Bulk Import 25/01/497,CH\KatieSi,25/01/2019,30/06/2019
480,CRC021221.2,Associated Permits Assumed,Bulk Import 25/01/498,CH\KatieSi,25/01/2019,30/06/2019
481,CRC021232.1,Consents with Associated WAPS,Bulk Import 25/01/499,CH\KatieSi,25/01/2019,30/06/2019
482,CRC021268,Regionally Significant,Bulk Import 25/01/500,CH\KatieSi,25/01/2019,30/06/2019
483,CRC021269,Regionally Significant,Bulk Import 25/01/501,CH\KatieSi,25/01/2019,30/06/2019
484,CRC021286.4,Consents with Associated WAPS,Bulk Import 25/01/502,CH\KatieSi,25/01/2019,30/06/2019
485,CRC021307.2,Under 5l/s,Bulk Import 25/01/503,CH\KatieSi,25/01/2019,30/06/2019
486,CRC021338.3,Consents with Associated WAPS,Bulk Import 25/01/504,CH\KatieSi,25/01/2019,30/06/2019
